method,task,regime,split,success,success_ci95,side_effect_violation,side_effect_violation_ci95,preference_regret,preference_regret_ci95,side_effect_recall,side_effect_recall_ci95,false_alarm,false_alarm_ci95,query_cost,query_cost_ci95,damage_rate,damage_rate_ci95,data_efficiency_proxy,data_efficiency_proxy_ci95,groups
constraint_aware_planner,drawer_retrieval,nominal,unseen_side_effect,0.5578,0.0267,0.0354,0.0024,0.0593,0.0046,0.4065,0.0032,0.0978,0.0031,0.2618,0.0,0.0289,0.0029,0.4491,0.0038,7
constraint_aware_planner,drawer_retrieval,nominal,combined_stress,0.5782,0.0475,0.0376,0.0038,0.0636,0.004,0.4074,0.0126,0.106,0.005,0.2686,0.0,0.0321,0.0026,0.4389,0.0049,7
constraint_aware_planner,drawer_retrieval,force_damage,nominal,0.568,0.0359,0.0566,0.0022,0.068,0.0025,0.4492,0.0118,0.0863,0.0027,0.2513,0.0,0.0532,0.0034,0.4709,0.0059,7
constraint_aware_planner,drawer_retrieval,force_damage,seen_shift,0.6156,0.0253,0.0638,0.0032,0.0697,0.003,0.4274,0.0055,0.0969,0.0023,0.2616,0.0,0.0619,0.0022,0.4611,0.0099,7
constraint_aware_planner,drawer_retrieval,force_damage,unseen_object,0.5153,0.0403,0.0723,0.0051,0.0729,0.0028,0.431,0.0084,0.0973,0.0038,0.2668,0.0,0.0639,0.0021,0.4538,0.004,7
constraint_aware_planner,drawer_retrieval,force_damage,unseen_side_effect,0.5408,0.0313,0.0747,0.0026,0.0721,0.0021,0.4024,0.0058,0.1005,0.0019,0.2712,0.0,0.0725,0.002,0.4495,0.0057,7
constraint_aware_planner,drawer_retrieval,force_damage,combined_stress,0.5034,0.0425,0.0842,0.0039,0.0789,0.0026,0.4055,0.0059,0.1086,0.0024,0.2793,0.0,0.0806,0.0018,0.4356,0.0052,7
constraint_aware_planner,drawer_retrieval,object_displacement,nominal,0.5918,0.0359,0.0583,0.0021,0.0645,0.0023,0.4475,0.0081,0.0884,0.002,0.2509,0.0,0.0401,0.0029,0.4732,0.0041,7
constraint_aware_planner,drawer_retrieval,object_displacement,seen_shift,0.5561,0.0403,0.0677,0.0031,0.0672,0.0031,0.4247,0.007,0.0924,0.0024,0.2611,0.0,0.0438,0.0013,0.4623,0.0041,7
constraint_aware_planner,drawer_retrieval,object_displacement,unseen_object,0.5527,0.0394,0.082,0.0046,0.0724,0.0017,0.432,0.0045,0.0991,0.0029,0.2662,0.0,0.0454,0.002,0.4544,0.0056,7
constraint_aware_planner,drawer_retrieval,object_displacement,unseen_side_effect,0.534,0.0262,0.0749,0.003,0.0756,0.0024,0.4028,0.0057,0.1004,0.0021,0.2706,0.0,0.0494,0.0022,0.4502,0.0038,7
constraint_aware_planner,drawer_retrieval,object_displacement,combined_stress,0.5323,0.0485,0.0866,0.0041,0.0745,0.0022,0.4079,0.0114,0.1047,0.0035,0.2786,0.0,0.0496,0.0029,0.4353,0.0071,7
constraint_aware_planner,drawer_retrieval,clutter_accumulation,nominal,0.6037,0.0446,0.0574,0.0028,0.0664,0.0023,0.4521,0.0074,0.0888,0.0019,0.2515,0.0,0.0393,0.0021,0.4698,0.0063,7
constraint_aware_planner,drawer_retrieval,clutter_accumulation,seen_shift,0.585,0.0252,0.0675,0.0033,0.0701,0.0023,0.4343,0.0044,0.0939,0.0023,0.2619,0.0,0.0423,0.0031,0.4573,0.0047,7
constraint_aware_planner,drawer_retrieval,clutter_accumulation,unseen_object,0.568,0.0317,0.0839,0.0044,0.0732,0.0029,0.4313,0.0067,0.0985,0.0027,0.2671,0.0,0.0467,0.003,0.4552,0.0031,7
constraint_aware_planner,drawer_retrieval,clutter_accumulation,unseen_side_effect,0.5408,0.0543,0.0733,0.0019,0.0735,0.0019,0.404,0.0087,0.0978,0.0025,0.2715,0.0,0.0495,0.0019,0.4493,0.0075,7
constraint_aware_planner,drawer_retrieval,clutter_accumulation,combined_stress,0.4813,0.0264,0.0902,0.0046,0.0785,0.003,0.4024,0.0078,0.1043,0.0023,0.2796,0.0,0.0514,0.0022,0.4366,0.0057,7
constraint_aware_planner,drawer_retrieval,unstable_placement,nominal,0.6003,0.0363,0.0603,0.0021,0.068,0.0019,0.4402,0.0049,0.0922,0.0019,0.2517,0.0,0.0488,0.0024,0.4719,0.0039,7
constraint_aware_planner,drawer_retrieval,unstable_placement,seen_shift,0.5612,0.0339,0.0688,0.0043,0.0695,0.0036,0.4349,0.0045,0.0966,0.0045,0.2621,0.0,0.0532,0.0032,0.4567,0.007,7
constraint_aware_planner,drawer_retrieval,unstable_placement,unseen_object,0.5391,0.0182,0.0797,0.0029,0.076,0.0024,0.4217,0.0084,0.0956,0.0027,0.2673,0.0,0.0533,0.0036,0.453,0.0032,7
constraint_aware_planner,drawer_retrieval,unstable_placement,unseen_side_effect,0.5068,0.0397,0.0829,0.0045,0.076,0.0031,0.406,0.0076,0.0991,0.0034,0.2718,0.0,0.0631,0.0032,0.446,0.0073,7
constraint_aware_planner,drawer_retrieval,unstable_placement,combined_stress,0.5068,0.0367,0.0913,0.0033,0.0806,0.0049,0.4061,0.0062,0.1039,0.0031,0.28,0.0,0.0623,0.003,0.4387,0.0111,7
constraint_aware_planner,drawer_retrieval,irreversible_change,nominal,0.5612,0.018,0.0647,0.004,0.0689,0.0036,0.4455,0.0067,0.0863,0.0035,0.2519,0.0,0.0528,0.0031,0.4702,0.008,7
constraint_aware_planner,drawer_retrieval,irreversible_change,seen_shift,0.5782,0.0488,0.0754,0.0038,0.0762,0.0041,0.4365,0.0104,0.0956,0.0028,0.2624,0.0,0.063,0.0019,0.4577,0.0046,7
constraint_aware_planner,drawer_retrieval,irreversible_change,unseen_object,0.5459,0.0448,0.0877,0.0038,0.0792,0.0037,0.4331,0.0061,0.0968,0.0035,0.2676,0.0,0.0671,0.0016,0.4525,0.0041,7
constraint_aware_planner,drawer_retrieval,irreversible_change,unseen_side_effect,0.5289,0.0349,0.0894,0.0042,0.0805,0.0019,0.4021,0.0121,0.1017,0.0021,0.2721,0.0,0.0734,0.0031,0.4514,0.0035,7
constraint_aware_planner,drawer_retrieval,irreversible_change,combined_stress,0.4949,0.0329,0.0991,0.0024,0.0836,0.0036,0.4024,0.0065,0.104,0.0021,0.2803,0.0,0.0758,0.004,0.4433,0.0052,7
constraint_aware_planner,drawer_retrieval,combined_side_effect_stress,nominal,0.5663,0.0546,0.0844,0.0022,0.0761,0.0033,0.4521,0.0058,0.0882,0.002,0.2531,0.0,0.0603,0.0021,0.4705,0.0103,7
constraint_aware_planner,drawer_retrieval,combined_side_effect_stress,seen_shift,0.5255,0.0497,0.0978,0.0011,0.0819,0.0018,0.4341,0.0034,0.0944,0.0014,0.2639,0.0,0.0692,0.0013,0.4571,0.0062,7
constraint_aware_planner,drawer_retrieval,combined_side_effect_stress,unseen_object,0.5391,0.0344,0.1171,0.0044,0.0882,0.0016,0.4279,0.0099,0.0996,0.0016,0.2692,0.0,0.077,0.0026,0.4538,0.0074,7
constraint_aware_planner,drawer_retrieval,combined_side_effect_stress,unseen_side_effect,0.4677,0.0263,0.1166,0.0034,0.0906,0.0031,0.4053,0.0094,0.0988,0.0025,0.2739,0.0,0.0858,0.0024,0.4461,0.0073,7
constraint_aware_planner,drawer_retrieval,combined_side_effect_stress,combined_stress,0.4694,0.0491,0.1362,0.0056,0.0924,0.0016,0.4092,0.0043,0.1046,0.0007,0.2823,0.0,0.0871,0.0019,0.4406,0.0057,7
constraint_aware_planner,cable_routing,nominal,nominal,0.6446,0.0547,0.034,0.0051,0.0602,0.0029,0.4424,0.0124,0.0907,0.0034,0.245,0.0,0.0269,0.0036,0.4719,0.0053,7
constraint_aware_planner,cable_routing,nominal,seen_shift,0.5459,0.0451,0.0361,0.004,0.0566,0.0023,0.4312,0.0128,0.094,0.0021,0.2537,0.0,0.0286,0.0016,0.4553,0.0041,7
constraint_aware_planner,cable_routing,nominal,unseen_object,0.5765,0.0391,0.0399,0.0023,0.0596,0.0026,0.4337,0.0091,0.0979,0.0043,0.258,0.0,0.0301,0.0027,0.4596,0.0049,7
constraint_aware_planner,cable_routing,nominal,unseen_side_effect,0.5459,0.0257,0.0379,0.0022,0.0586,0.0038,0.4033,0.008,0.1021,0.003,0.2618,0.0,0.0295,0.0039,0.4476,0.005,7
constraint_aware_planner,cable_routing,nominal,combined_stress,0.5,0.0345,0.0404,0.0032,0.063,0.0031,0.4066,0.0073,0.1063,0.003,0.2686,0.0,0.029,0.0033,0.4393,0.0039,7
constraint_aware_planner,cable_routing,force_damage,nominal,0.568,0.0282,0.0559,0.0037,0.0698,0.002,0.4442,0.0073,0.09,0.0022,0.2513,0.0,0.0512,0.0041,0.4744,0.0072,7
constraint_aware_planner,cable_routing,force_damage,seen_shift,0.5595,0.0453,0.0654,0.0035,0.0676,0.0029,0.4323,0.0094,0.0973,0.0038,0.2616,0.0,0.0612,0.0025,0.4588,0.0041,7
constraint_aware_planner,cable_routing,force_damage,unseen_object,0.5612,0.0213,0.0742,0.0044,0.0711,0.0034,0.4246,0.0095,0.0968,0.0033,0.2668,0.0,0.0607,0.0018,0.4499,0.008,7
constraint_aware_planner,cable_routing,force_damage,unseen_side_effect,0.4728,0.0352,0.0742,0.004,0.0721,0.0052,0.4126,0.006,0.1024,0.0031,0.2712,0.0,0.0701,0.0038,0.4495,0.0038,7
constraint_aware_planner,cable_routing,force_damage,combined_stress,0.5136,0.0409,0.0894,0.0015,0.0803,0.0022,0.4057,0.0083,0.1061,0.0027,0.2793,0.0,0.0714,0.0014,0.4427,0.0073,7
constraint_aware_planner,cable_routing,object_displacement,nominal,0.5969,0.0257,0.0686,0.0038,0.068,0.002,0.4484,0.0076,0.0877,0.0038,0.2509,0.0,0.0423,0.0033,0.4778,0.0053,7
constraint_aware_planner,cable_routing,object_displacement,seen_shift,0.5986,0.038,0.0776,0.005,0.0704,0.0034,0.4306,0.0087,0.0938,0.0047,0.2611,0.0,0.042,0.0032,0.4574,0.0063,7
constraint_aware_planner,cable_routing,object_displacement,unseen_object,0.5306,0.0233,0.1018,0.0036,0.0767,0.003,0.4294,0.0038,0.0982,0.0033,0.2662,0.0,0.0465,0.0029,0.4544,0.005,7
constraint_aware_planner,cable_routing,object_displacement,unseen_side_effect,0.5136,0.0742,0.0877,0.0044,0.074,0.0028,0.4046,0.0096,0.0994,0.0015,0.2706,0.0,0.0482,0.0029,0.4459,0.007,7
constraint_aware_planner,cable_routing,object_displacement,combined_stress,0.5238,0.048,0.1065,0.002,0.0795,0.0045,0.4014,0.0089,0.1071,0.0023,0.2786,0.0,0.051,0.0023,0.4415,0.0047,7
constraint_aware_planner,cable_routing,clutter_accumulation,nominal,0.5918,0.0631,0.0751,0.004,0.0693,0.0029,0.4417,0.0056,0.0907,0.0029,0.2515,0.0,0.0393,0.0027,0.4752,0.0051,7
constraint_aware_planner,cable_routing,clutter_accumulation,seen_shift,0.5034,0.049,0.0834,0.0048,0.0748,0.0023,0.4342,0.0097,0.094,0.0024,0.2619,0.0,0.0422,0.004,0.4598,0.0066,7
constraint_aware_planner,cable_routing,clutter_accumulation,unseen_object,0.5136,0.0241,0.1051,0.0022,0.0814,0.0023,0.431,0.0051,0.1002,0.0015,0.2671,0.0,0.0459,0.0028,0.4565,0.0045,7
constraint_aware_planner,cable_routing,clutter_accumulation,unseen_side_effect,0.5408,0.0356,0.0932,0.0028,0.0782,0.003,0.4046,0.0035,0.0988,0.0029,0.2715,0.0,0.0483,0.0033,0.4521,0.0064,7
constraint_aware_planner,cable_routing,clutter_accumulation,combined_stress,0.4575,0.0455,0.1131,0.0022,0.0846,0.0027,0.4088,0.0058,0.1034,0.0024,0.2796,0.0,0.0518,0.0025,0.4398,0.004,7
constraint_aware_planner,cable_routing,unstable_placement,nominal,0.5884,0.0254,0.0664,0.0023,0.0706,0.0029,0.4492,0.0081,0.0882,0.0033,0.2517,0.0,0.0457,0.0012,0.4698,0.0105,7
constraint_aware_planner,cable_routing,unstable_placement,seen_shift,0.5493,0.0406,0.0786,0.0027,0.0778,0.0023,0.4385,0.007,0.094,0.0042,0.2621,0.0,0.0511,0.0024,0.4597,0.0053,7
constraint_aware_planner,cable_routing,unstable_placement,unseen_object,0.5153,0.0348,0.0977,0.0044,0.0785,0.0036,0.4328,0.0073,0.1012,0.0023,0.2673,0.0,0.0554,0.0015,0.4539,0.0038,7
constraint_aware_planner,cable_routing,unstable_placement,unseen_side_effect,0.5357,0.0269,0.0894,0.0057,0.0796,0.0033,0.4035,0.0057,0.1033,0.0044,0.2718,0.0,0.057,0.0038,0.4469,0.0075,7
constraint_aware_planner,cable_routing,unstable_placement,combined_stress,0.483,0.0278,0.1041,0.0047,0.0814,0.0039,0.4061,0.0068,0.1058,0.002,0.28,0.0,0.0596,0.0043,0.4385,0.0079,7
constraint_aware_planner,cable_routing,irreversible_change,nominal,0.5867,0.0333,0.0732,0.003,0.0727,0.0031,0.4509,0.006,0.088,0.0035,0.2519,0.0,0.0562,0.0024,0.4705,0.005,7
constraint_aware_planner,cable_routing,irreversible_change,seen_shift,0.5051,0.0461,0.0903,0.0039,0.0736,0.0029,0.4333,0.0052,0.0962,0.0023,0.2624,0.0,0.0579,0.0027,0.4577,0.0088,7
constraint_aware_planner,cable_routing,irreversible_change,unseen_object,0.5374,0.0236,0.1064,0.0037,0.0847,0.0023,0.4292,0.0096,0.0994,0.0022,0.2676,0.0,0.0617,0.0026,0.452,0.005,7
constraint_aware_planner,cable_routing,irreversible_change,unseen_side_effect,0.5068,0.0576,0.1008,0.002,0.0813,0.0028,0.4101,0.0073,0.0998,0.0015,0.2721,0.0,0.07,0.0032,0.4477,0.0045,7
constraint_aware_planner,cable_routing,irreversible_change,combined_stress,0.5068,0.0485,0.118,0.0034,0.0854,0.0045,0.4155,0.0092,0.1045,0.0022,0.2803,0.0,0.0765,0.0023,0.4363,0.0074,7
constraint_aware_planner,cable_routing,combined_side_effect_stress,nominal,0.5629,0.0496,0.0964,0.0027,0.0788,0.0041,0.4419,0.0069,0.0875,0.002,0.2531,0.0,0.0564,0.0054,0.4745,0.0036,7
constraint_aware_planner,cable_routing,combined_side_effect_stress,seen_shift,0.517,0.0349,0.1139,0.0053,0.0848,0.0023,0.4356,0.0128,0.0954,0.0021,0.2639,0.0,0.0689,0.0025,0.4558,0.0067,7
constraint_aware_planner,cable_routing,combined_side_effect_stress,unseen_object,0.5017,0.0241,0.1442,0.0024,0.0903,0.0028,0.4257,0.0082,0.0996,0.0028,0.2692,0.0,0.0736,0.0027,0.4515,0.0058,7
constraint_aware_planner,cable_routing,combined_side_effect_stress,unseen_side_effect,0.4728,0.04,0.1348,0.0025,0.0917,0.0022,0.4017,0.0073,0.1023,0.0022,0.2739,0.0,0.0819,0.0023,0.4474,0.0087,7
constraint_aware_planner,cable_routing,combined_side_effect_stress,combined_stress,0.4524,0.0736,0.1575,0.0054,0.103,0.0022,0.3982,0.0076,0.1041,0.0025,0.2823,0.0,0.0878,0.0024,0.4414,0.0052,7
constraint_aware_planner,tool_handoff,nominal,nominal,0.619,0.0353,0.0325,0.0021,0.0582,0.0045,0.4513,0.0087,0.0885,0.0056,0.245,0.0,0.0294,0.0022,0.4684,0.0057,7
constraint_aware_planner,tool_handoff,nominal,seen_shift,0.5901,0.0466,0.0323,0.0036,0.0609,0.0039,0.4313,0.0068,0.0923,0.0038,0.2537,0.0,0.0281,0.0029,0.4608,0.0053,7
constraint_aware_planner,tool_handoff,nominal,unseen_object,0.5952,0.0384,0.038,0.0025,0.0631,0.0039,0.4276,0.0094,0.0974,0.002,0.258,0.0,0.0289,0.0032,0.4566,0.006,7
constraint_aware_planner,tool_handoff,nominal,unseen_side_effect,0.5442,0.0469,0.0355,0.0033,0.0621,0.0028,0.4036,0.0096,0.0984,0.0015,0.2618,0.0,0.0327,0.0023,0.4506,0.0068,7
constraint_aware_planner,tool_handoff,nominal,combined_stress,0.5204,0.0363,0.0446,0.0034,0.0632,0.0029,0.4052,0.0061,0.1042,0.0015,0.2686,0.0,0.0333,0.0027,0.4432,0.0033,7
constraint_aware_planner,tool_handoff,force_damage,nominal,0.6173,0.029,0.0675,0.0054,0.0721,0.0035,0.4477,0.0079,0.0882,0.0022,0.2513,0.0,0.0575,0.0025,0.4716,0.003,7
constraint_aware_planner,tool_handoff,force_damage,seen_shift,0.5221,0.0262,0.0703,0.0027,0.0756,0.0034,0.4269,0.0076,0.0967,0.0023,0.2616,0.0,0.0677,0.0031,0.4578,0.0027,7
constraint_aware_planner,tool_handoff,force_damage,unseen_object,0.5034,0.0337,0.0837,0.006,0.0789,0.0021,0.4271,0.008,0.0999,0.0028,0.2668,0.0,0.0705,0.0016,0.4553,0.0076,7
constraint_aware_planner,tool_handoff,force_damage,unseen_side_effect,0.5068,0.0259,0.0906,0.0038,0.0815,0.0035,0.4065,0.012,0.1022,0.0031,0.2712,0.0,0.0817,0.0032,0.4437,0.0039,7
constraint_aware_planner,tool_handoff,force_damage,combined_stress,0.4609,0.0471,0.0965,0.0019,0.0816,0.0022,0.3982,0.0082,0.1054,0.0025,0.2793,0.0,0.0847,0.0016,0.4378,0.0083,7
constraint_aware_planner,tool_handoff,object_displacement,nominal,0.5799,0.0313,0.06,0.0016,0.0644,0.0034,0.4525,0.0054,0.0879,0.0029,0.2509,0.0,0.0398,0.0041,0.4695,0.005,7
constraint_aware_planner,tool_handoff,object_displacement,seen_shift,0.5238,0.0472,0.071,0.0027,0.0736,0.0031,0.4355,0.006,0.0931,0.003,0.2611,0.0,0.0452,0.0009,0.4593,0.0041,7
constraint_aware_planner,tool_handoff,object_displacement,unseen_object,0.5051,0.0387,0.083,0.0018,0.0779,0.0034,0.4272,0.0091,0.098,0.002,0.2662,0.0,0.0497,0.0032,0.4505,0.0023,7
constraint_aware_planner,tool_handoff,object_displacement,unseen_side_effect,0.5085,0.0377,0.0854,0.0048,0.0771,0.0027,0.4065,0.0072,0.0978,0.0033,0.2706,0.0,0.0538,0.0042,0.4482,0.0066,7
constraint_aware_planner,tool_handoff,object_displacement,combined_stress,0.5119,0.0244,0.0922,0.0047,0.0839,0.0027,0.4003,0.0059,0.1066,0.0027,0.2786,0.0,0.0538,0.0029,0.4391,0.0043,7
constraint_aware_planner,tool_handoff,clutter_accumulation,nominal,0.6054,0.0336,0.0658,0.0033,0.0728,0.0033,0.4484,0.0062,0.0881,0.0044,0.2515,0.0,0.043,0.002,0.4658,0.0078,7
constraint_aware_planner,tool_handoff,clutter_accumulation,seen_shift,0.568,0.0498,0.0709,0.004,0.0784,0.003,0.4334,0.005,0.0945,0.0035,0.2619,0.0,0.0441,0.0038,0.4564,0.0041,7
constraint_aware_planner,tool_handoff,clutter_accumulation,unseen_object,0.4966,0.0296,0.085,0.0032,0.0787,0.0027,0.4249,0.0077,0.096,0.0038,0.2671,0.0,0.0491,0.0024,0.4526,0.0056,7
constraint_aware_planner,tool_handoff,clutter_accumulation,unseen_side_effect,0.5,0.0274,0.0812,0.0021,0.0811,0.0024,0.4054,0.0075,0.1005,0.003,0.2715,0.0,0.0512,0.0034,0.4516,0.0029,7
constraint_aware_planner,tool_handoff,clutter_accumulation,combined_stress,0.5051,0.0472,0.0954,0.0032,0.0852,0.0036,0.4079,0.009,0.1075,0.0029,0.2796,0.0,0.0534,0.0013,0.4327,0.0051,7
constraint_aware_planner,tool_handoff,unstable_placement,nominal,0.5663,0.0429,0.0725,0.0033,0.0751,0.0024,0.4428,0.0068,0.089,0.0026,0.2517,0.0,0.052,0.0026,0.4723,0.0062,7
constraint_aware_planner,tool_handoff,unstable_placement,seen_shift,0.534,0.0537,0.0858,0.0025,0.0815,0.0025,0.4279,0.0037,0.0932,0.0023,0.2621,0.0,0.0577,0.0012,0.4614,0.006,7
constraint_aware_planner,tool_handoff,unstable_placement,unseen_object,0.5187,0.0509,0.095,0.0031,0.0837,0.0021,0.4251,0.0111,0.0968,0.0024,0.2673,0.0,0.0599,0.0036,0.4576,0.0062,7
constraint_aware_planner,tool_handoff,unstable_placement,unseen_side_effect,0.4762,0.0378,0.0987,0.002,0.0869,0.0031,0.4099,0.007,0.1008,0.003,0.2718,0.0,0.067,0.0028,0.4504,0.0048,7
constraint_aware_planner,tool_handoff,unstable_placement,combined_stress,0.4456,0.0526,0.1052,0.0031,0.0924,0.0028,0.4123,0.0071,0.1035,0.002,0.28,0.0,0.0695,0.0015,0.4385,0.0041,7
constraint_aware_planner,tool_handoff,irreversible_change,nominal,0.5867,0.0387,0.0747,0.0036,0.0783,0.0033,0.4446,0.0062,0.0903,0.0026,0.2519,0.0,0.0571,0.0022,0.4713,0.0089,7
constraint_aware_planner,tool_handoff,irreversible_change,seen_shift,0.5272,0.0383,0.0905,0.0034,0.0811,0.0027,0.4386,0.0067,0.093,0.002,0.2624,0.0,0.0657,0.0022,0.4633,0.0036,7
constraint_aware_planner,tool_handoff,irreversible_change,unseen_object,0.5136,0.051,0.0992,0.0035,0.0846,0.0024,0.4321,0.0101,0.0993,0.0027,0.2676,0.0,0.0681,0.0031,0.4537,0.0045,7
constraint_aware_planner,tool_handoff,irreversible_change,unseen_side_effect,0.4932,0.0432,0.1023,0.0025,0.0877,0.0031,0.4074,0.0087,0.0972,0.0027,0.2721,0.0,0.0785,0.0028,0.448,0.0072,7
constraint_aware_planner,tool_handoff,irreversible_change,combined_stress,0.4354,0.0363,0.1176,0.0047,0.0965,0.0032,0.4077,0.0075,0.1034,0.0025,0.2803,0.0,0.082,0.0027,0.4401,0.0082,7
constraint_aware_planner,tool_handoff,combined_side_effect_stress,nominal,0.5476,0.0378,0.0986,0.0034,0.0864,0.0019,0.4464,0.0051,0.0874,0.0015,0.2531,0.0,0.0655,0.0035,0.4719,0.0105,7
constraint_aware_planner,tool_handoff,combined_side_effect_stress,seen_shift,0.517,0.06,0.116,0.0031,0.0939,0.0022,0.4258,0.0078,0.0954,0.0023,0.2639,0.0,0.075,0.0024,0.461,0.0043,7
constraint_aware_planner,tool_handoff,combined_side_effect_stress,unseen_object,0.483,0.0329,0.1361,0.0052,0.0976,0.0026,0.4263,0.0041,0.0997,0.0024,0.2692,0.0,0.0842,0.0019,0.4599,0.0041,7
constraint_aware_planner,tool_handoff,combined_side_effect_stress,unseen_side_effect,0.4864,0.0369,0.1394,0.0024,0.1062,0.0033,0.4065,0.0075,0.0999,0.0025,0.2739,0.0,0.0953,0.0029,0.4497,0.0047,7
constraint_aware_planner,tool_handoff,combined_side_effect_stress,combined_stress,0.4388,0.0339,0.1621,0.003,0.1134,0.0039,0.3976,0.0027,0.1041,0.0015,0.2823,0.0,0.0985,0.0025,0.4389,0.0064,7
constraint_aware_planner,mobile_shelf_placement,nominal,nominal,0.5612,0.0332,0.0349,0.0023,0.0602,0.0033,0.4444,0.0055,0.09,0.0019,0.245,0.0,0.0273,0.0015,0.4712,0.0036,7
constraint_aware_planner,mobile_shelf_placement,nominal,seen_shift,0.5612,0.0148,0.0331,0.0027,0.0607,0.0032,0.4305,0.0079,0.0969,0.0013,0.2537,0.0,0.0292,0.0044,0.4633,0.0044,7
constraint_aware_planner,mobile_shelf_placement,nominal,unseen_object,0.5884,0.0374,0.0367,0.0043,0.0612,0.0038,0.4297,0.0089,0.0965,0.0046,0.258,0.0,0.028,0.0021,0.4539,0.0069,7
constraint_aware_planner,mobile_shelf_placement,nominal,unseen_side_effect,0.6122,0.0475,0.0366,0.0043,0.0646,0.0026,0.4046,0.0082,0.1017,0.0035,0.2618,0.0,0.0333,0.0026,0.4498,0.005,7
constraint_aware_planner,mobile_shelf_placement,nominal,combined_stress,0.5459,0.0418,0.0435,0.0023,0.0621,0.0027,0.4017,0.0079,0.1043,0.003,0.2686,0.0,0.0324,0.0036,0.4408,0.007,7
constraint_aware_planner,mobile_shelf_placement,force_damage,nominal,0.5884,0.0309,0.0634,0.0049,0.067,0.002,0.4445,0.0034,0.0906,0.0025,0.2513,0.0,0.0534,0.003,0.4707,0.0063,7
constraint_aware_planner,mobile_shelf_placement,force_damage,seen_shift,0.5255,0.0351,0.0725,0.0054,0.0752,0.0031,0.4345,0.0054,0.0974,0.0041,0.2616,0.0,0.063,0.0028,0.4621,0.0077,7
constraint_aware_planner,mobile_shelf_placement,force_damage,unseen_object,0.5663,0.0472,0.0811,0.003,0.0788,0.003,0.428,0.0035,0.0981,0.0034,0.2668,0.0,0.0685,0.0023,0.4556,0.006,7
constraint_aware_planner,mobile_shelf_placement,force_damage,unseen_side_effect,0.4949,0.0435,0.0927,0.0035,0.077,0.0024,0.4075,0.0086,0.1,0.0024,0.2712,0.0,0.0752,0.0025,0.4472,0.0065,7
constraint_aware_planner,mobile_shelf_placement,force_damage,combined_stress,0.483,0.0305,0.0946,0.0024,0.0804,0.0018,0.4038,0.0116,0.1019,0.0033,0.2793,0.0,0.0818,0.0036,0.4417,0.0034,7
constraint_aware_planner,mobile_shelf_placement,object_displacement,nominal,0.568,0.04,0.077,0.0053,0.0703,0.0031,0.4439,0.0075,0.089,0.0042,0.2509,0.0,0.0411,0.005,0.4697,0.0054,7
constraint_aware_planner,mobile_shelf_placement,object_displacement,seen_shift,0.5187,0.0598,0.0881,0.0038,0.0742,0.0016,0.4377,0.005,0.0994,0.0032,0.2611,0.0,0.0447,0.0031,0.4621,0.0073,7
constraint_aware_planner,mobile_shelf_placement,object_displacement,unseen_object,0.517,0.0264,0.1119,0.0021,0.0793,0.0037,0.4309,0.0054,0.0965,0.003,0.2662,0.0,0.0504,0.0007,0.4558,0.0044,7
constraint_aware_planner,mobile_shelf_placement,object_displacement,unseen_side_effect,0.4915,0.0443,0.099,0.0036,0.0791,0.0018,0.4057,0.0081,0.1019,0.0035,0.2706,0.0,0.0527,0.002,0.4504,0.0061,7
constraint_aware_planner,mobile_shelf_placement,object_displacement,combined_stress,0.4677,0.0253,0.1144,0.0042,0.0812,0.0021,0.4072,0.0086,0.1053,0.0039,0.2786,0.0,0.0511,0.0038,0.4437,0.0047,7
constraint_aware_planner,mobile_shelf_placement,clutter_accumulation,nominal,0.6037,0.0344,0.0775,0.0039,0.0735,0.004,0.4459,0.0085,0.0924,0.0027,0.2515,0.0,0.0414,0.0048,0.4715,0.0037,7
constraint_aware_planner,mobile_shelf_placement,clutter_accumulation,seen_shift,0.5918,0.041,0.089,0.0031,0.0742,0.0028,0.4313,0.0109,0.0956,0.0029,0.2619,0.0,0.0454,0.0034,0.4604,0.0037,7
constraint_aware_planner,mobile_shelf_placement,clutter_accumulation,unseen_object,0.5663,0.0238,0.1117,0.0027,0.0789,0.0028,0.4282,0.0074,0.0982,0.0035,0.2671,0.0,0.0482,0.0022,0.4577,0.0045,7
constraint_aware_planner,mobile_shelf_placement,clutter_accumulation,unseen_side_effect,0.5136,0.0351,0.1014,0.0049,0.0779,0.0033,0.4098,0.0065,0.1003,0.0016,0.2715,0.0,0.0519,0.0039,0.4472,0.0061,7
constraint_aware_planner,mobile_shelf_placement,clutter_accumulation,combined_stress,0.4558,0.0373,0.1187,0.0023,0.0865,0.0037,0.4045,0.0093,0.1036,0.0029,0.2796,0.0,0.0542,0.0034,0.438,0.0036,7
constraint_aware_planner,mobile_shelf_placement,unstable_placement,nominal,0.5629,0.037,0.0757,0.0042,0.0708,0.0027,0.4477,0.0067,0.0913,0.0029,0.2517,0.0,0.0496,0.0047,0.4735,0.0048,7
constraint_aware_planner,mobile_shelf_placement,unstable_placement,seen_shift,0.5595,0.0197,0.0955,0.0043,0.0805,0.0031,0.4389,0.0051,0.0951,0.0025,0.2621,0.0,0.0535,0.0031,0.453,0.0036,7
constraint_aware_planner,mobile_shelf_placement,unstable_placement,unseen_object,0.5578,0.049,0.1111,0.0038,0.084,0.0024,0.4282,0.0054,0.0955,0.003,0.2673,0.0,0.0575,0.0026,0.4517,0.0076,7
