method,task,regime,split,success,success_ci95,side_effect_violation,side_effect_violation_ci95,preference_regret,preference_regret_ci95,side_effect_recall,side_effect_recall_ci95,false_alarm,false_alarm_ci95,query_cost,query_cost_ci95,damage_rate,damage_rate_ci95,data_efficiency_proxy,data_efficiency_proxy_ci95,groups
oracle_side_effect_preference_judge,table_clearing,irreversible_change,combined_stress,0.6429,0.0632,0.0161,0.0015,0.0545,0.0035,0.6653,0.0084,0.0616,0.0035,0.2069,0.0,0.0358,0.0027,0.6974,0.0051,7
oracle_side_effect_preference_judge,table_clearing,combined_side_effect_stress,nominal,0.767,0.0391,0.0165,0.0024,0.0523,0.0034,0.7132,0.008,0.0449,0.0023,0.1797,0.0,0.0307,0.0023,0.7345,0.0071,7
oracle_side_effect_preference_judge,table_clearing,combined_side_effect_stress,seen_shift,0.7364,0.0462,0.015,0.0029,0.0547,0.0027,0.7038,0.0082,0.0528,0.0021,0.1904,0.0,0.0334,0.0024,0.72,0.0076,7
oracle_side_effect_preference_judge,table_clearing,combined_side_effect_stress,unseen_object,0.7058,0.044,0.02,0.003,0.0558,0.0042,0.6934,0.0059,0.0529,0.0043,0.1958,0.0,0.0349,0.0044,0.7074,0.0086,7
oracle_side_effect_preference_judge,table_clearing,combined_side_effect_stress,unseen_side_effect,0.7075,0.0215,0.0233,0.0049,0.0579,0.0036,0.6706,0.0063,0.0549,0.0018,0.2004,0.0,0.0376,0.0033,0.7132,0.0052,7
oracle_side_effect_preference_judge,table_clearing,combined_side_effect_stress,combined_stress,0.682,0.0195,0.0261,0.0033,0.0589,0.0028,0.6717,0.0073,0.0606,0.0031,0.2089,0.0,0.0383,0.0036,0.7043,0.0052,7
oracle_side_effect_preference_judge,drawer_retrieval,nominal,nominal,0.75,0.0283,0.006,0.0033,0.0504,0.0026,0.7148,0.0075,0.0453,0.0035,0.1715,0.0,0.0238,0.0023,0.7327,0.0058,7
oracle_side_effect_preference_judge,drawer_retrieval,nominal,seen_shift,0.7245,0.053,0.0047,0.0018,0.0516,0.0019,0.7006,0.0069,0.0526,0.002,0.1803,0.0,0.0249,0.0045,0.7217,0.0063,7
oracle_side_effect_preference_judge,drawer_retrieval,nominal,unseen_object,0.7432,0.0404,0.0056,0.0025,0.0547,0.0023,0.7007,0.0043,0.052,0.0025,0.1846,0.0,0.0239,0.002,0.7191,0.0068,7
oracle_side_effect_preference_judge,drawer_retrieval,nominal,unseen_side_effect,0.7194,0.0519,0.0039,0.0018,0.0488,0.0039,0.6699,0.0087,0.0569,0.0027,0.1883,0.0,0.0245,0.0028,0.7077,0.0048,7
oracle_side_effect_preference_judge,drawer_retrieval,nominal,combined_stress,0.6718,0.0203,0.0065,0.0034,0.0535,0.0047,0.6697,0.0079,0.0608,0.0035,0.1952,0.0,0.0272,0.0029,0.701,0.0048,7
oracle_side_effect_preference_judge,drawer_retrieval,force_damage,nominal,0.7483,0.029,0.006,0.0028,0.0519,0.0026,0.716,0.0072,0.0451,0.0036,0.1779,0.0,0.032,0.002,0.7287,0.0065,7
oracle_side_effect_preference_judge,drawer_retrieval,force_damage,seen_shift,0.7568,0.0238,0.0119,0.0033,0.0548,0.0018,0.6936,0.0025,0.0479,0.002,0.1882,0.0,0.034,0.003,0.7194,0.0038,7
oracle_side_effect_preference_judge,drawer_retrieval,force_damage,unseen_object,0.716,0.0406,0.0128,0.002,0.055,0.0033,0.6974,0.0074,0.051,0.0033,0.1934,0.0,0.0358,0.0028,0.7163,0.0037,7
oracle_side_effect_preference_judge,drawer_retrieval,force_damage,unseen_side_effect,0.6769,0.0307,0.0137,0.0044,0.0539,0.0013,0.6698,0.0086,0.0568,0.0024,0.1978,0.0,0.0354,0.0014,0.7113,0.0062,7
oracle_side_effect_preference_judge,drawer_retrieval,force_damage,combined_stress,0.7228,0.0477,0.0162,0.0026,0.0549,0.0031,0.6728,0.0068,0.0608,0.0026,0.2059,0.0,0.0355,0.0027,0.698,0.0047,7
oracle_side_effect_preference_judge,drawer_retrieval,object_displacement,nominal,0.7823,0.0393,0.009,0.0043,0.0535,0.0022,0.7097,0.0071,0.0459,0.0042,0.1775,0.0,0.0295,0.0031,0.732,0.0031,7
oracle_side_effect_preference_judge,drawer_retrieval,object_displacement,seen_shift,0.6548,0.0453,0.0112,0.0033,0.0542,0.0029,0.7011,0.0063,0.0497,0.0026,0.1877,0.0,0.0258,0.0041,0.7195,0.0055,7
oracle_side_effect_preference_judge,drawer_retrieval,object_displacement,unseen_object,0.7381,0.0306,0.0118,0.0035,0.0548,0.0024,0.686,0.007,0.0576,0.0033,0.1928,0.0,0.0284,0.0024,0.7098,0.0074,7
oracle_side_effect_preference_judge,drawer_retrieval,object_displacement,unseen_side_effect,0.6718,0.0703,0.0111,0.0019,0.053,0.002,0.6756,0.0068,0.0574,0.0034,0.1972,0.0,0.0315,0.0033,0.7088,0.005,7
oracle_side_effect_preference_judge,drawer_retrieval,object_displacement,combined_stress,0.6701,0.0329,0.0146,0.0045,0.0513,0.0023,0.6681,0.0048,0.0604,0.0016,0.2052,0.0,0.0328,0.0018,0.6959,0.008,7
oracle_side_effect_preference_judge,drawer_retrieval,clutter_accumulation,nominal,0.7279,0.0262,0.0104,0.0024,0.052,0.003,0.7152,0.0086,0.0445,0.0021,0.1781,0.0,0.0271,0.0037,0.733,0.0055,7
oracle_side_effect_preference_judge,drawer_retrieval,clutter_accumulation,seen_shift,0.7109,0.0443,0.0118,0.0031,0.0549,0.0026,0.7067,0.0072,0.0498,0.0039,0.1884,0.0,0.0297,0.0036,0.7154,0.007,7
oracle_side_effect_preference_judge,drawer_retrieval,clutter_accumulation,unseen_object,0.6939,0.0477,0.0111,0.0037,0.0552,0.0046,0.6931,0.0075,0.0571,0.0025,0.1936,0.0,0.0325,0.0033,0.7166,0.008,7
oracle_side_effect_preference_judge,drawer_retrieval,clutter_accumulation,unseen_side_effect,0.6718,0.0349,0.0148,0.003,0.0518,0.003,0.674,0.0072,0.055,0.0024,0.1981,0.0,0.0312,0.0022,0.7105,0.0062,7
oracle_side_effect_preference_judge,drawer_retrieval,clutter_accumulation,combined_stress,0.6786,0.0269,0.0132,0.0038,0.0553,0.001,0.6731,0.0115,0.0597,0.0024,0.2062,0.0,0.0299,0.0033,0.6954,0.0062,7
oracle_side_effect_preference_judge,drawer_retrieval,unstable_placement,nominal,0.7551,0.036,0.0103,0.0034,0.0521,0.0047,0.7101,0.0074,0.0443,0.002,0.1783,0.0,0.0279,0.0022,0.7269,0.0069,7
oracle_side_effect_preference_judge,drawer_retrieval,unstable_placement,seen_shift,0.733,0.0329,0.0114,0.0036,0.0554,0.0034,0.7062,0.0059,0.0512,0.0028,0.1887,0.0,0.0287,0.0028,0.7243,0.004,7
oracle_side_effect_preference_judge,drawer_retrieval,unstable_placement,unseen_object,0.6871,0.0437,0.0118,0.0033,0.0553,0.0025,0.6862,0.0029,0.0523,0.0018,0.1939,0.0,0.0335,0.0025,0.7157,0.0059,7
oracle_side_effect_preference_judge,drawer_retrieval,unstable_placement,unseen_side_effect,0.6803,0.0376,0.0133,0.0035,0.0531,0.0009,0.6752,0.0085,0.0547,0.0027,0.1984,0.0,0.0326,0.002,0.7115,0.006,7
oracle_side_effect_preference_judge,drawer_retrieval,unstable_placement,combined_stress,0.6582,0.0325,0.0155,0.0029,0.0572,0.0024,0.6684,0.0126,0.0608,0.0017,0.2066,0.0,0.0344,0.0033,0.6985,0.006,7
oracle_side_effect_preference_judge,drawer_retrieval,irreversible_change,nominal,0.7347,0.0413,0.0094,0.0023,0.0552,0.0026,0.7125,0.0069,0.0473,0.0049,0.1785,0.0,0.0299,0.0013,0.7276,0.0085,7
oracle_side_effect_preference_judge,drawer_retrieval,irreversible_change,seen_shift,0.7398,0.0439,0.0132,0.0044,0.0507,0.0041,0.7022,0.0116,0.0503,0.0035,0.1889,0.0,0.0316,0.0019,0.7179,0.0061,7
oracle_side_effect_preference_judge,drawer_retrieval,irreversible_change,unseen_object,0.7364,0.0468,0.0156,0.0027,0.0542,0.0026,0.6987,0.0073,0.0546,0.0025,0.1942,0.0,0.0321,0.0026,0.7122,0.0036,7
oracle_side_effect_preference_judge,drawer_retrieval,irreversible_change,unseen_side_effect,0.7211,0.0264,0.0136,0.0039,0.0562,0.0035,0.6738,0.0043,0.0535,0.0037,0.1987,0.0,0.0367,0.003,0.7087,0.0053,7
oracle_side_effect_preference_judge,drawer_retrieval,irreversible_change,combined_stress,0.6973,0.0274,0.016,0.0043,0.0553,0.0027,0.6736,0.0071,0.0605,0.0018,0.2069,0.0,0.037,0.0029,0.7001,0.0055,7
oracle_side_effect_preference_judge,drawer_retrieval,combined_side_effect_stress,nominal,0.7398,0.0213,0.0103,0.0028,0.0545,0.0021,0.7083,0.0067,0.0457,0.0023,0.1797,0.0,0.0306,0.0028,0.7322,0.0033,7
oracle_side_effect_preference_judge,drawer_retrieval,combined_side_effect_stress,seen_shift,0.699,0.0243,0.0167,0.0042,0.0545,0.0022,0.7022,0.0061,0.0507,0.0019,0.1904,0.0,0.0343,0.0029,0.7232,0.0116,7
oracle_side_effect_preference_judge,drawer_retrieval,combined_side_effect_stress,unseen_object,0.7415,0.0189,0.0189,0.0032,0.0578,0.0016,0.6964,0.0053,0.0565,0.0029,0.1958,0.0,0.0349,0.0025,0.7187,0.0047,7
oracle_side_effect_preference_judge,drawer_retrieval,combined_side_effect_stress,unseen_side_effect,0.7041,0.0187,0.0211,0.004,0.0612,0.0031,0.6769,0.0093,0.0545,0.0031,0.2004,0.0,0.0406,0.0021,0.7102,0.007,7
oracle_side_effect_preference_judge,drawer_retrieval,combined_side_effect_stress,combined_stress,0.6497,0.0249,0.0193,0.0042,0.0563,0.0016,0.67,0.0063,0.0615,0.0028,0.2089,0.0,0.0384,0.0019,0.7001,0.0056,7
oracle_side_effect_preference_judge,cable_routing,nominal,nominal,0.7432,0.0274,0.0054,0.004,0.0542,0.0028,0.7167,0.0059,0.0456,0.0046,0.1715,0.0,0.0284,0.0022,0.7311,0.0064,7
oracle_side_effect_preference_judge,cable_routing,nominal,seen_shift,0.7177,0.0296,0.0067,0.0026,0.0508,0.0021,0.7013,0.0106,0.0517,0.0018,0.1803,0.0,0.0224,0.002,0.7144,0.0037,7
oracle_side_effect_preference_judge,cable_routing,nominal,unseen_object,0.6837,0.0352,0.0084,0.0026,0.053,0.0035,0.6921,0.0056,0.0532,0.0035,0.1846,0.0,0.0276,0.0023,0.7145,0.007,7
oracle_side_effect_preference_judge,cable_routing,nominal,unseen_side_effect,0.6769,0.05,0.0082,0.0029,0.0511,0.0016,0.6629,0.0076,0.0573,0.0024,0.1883,0.0,0.0266,0.0039,0.7099,0.0048,7
oracle_side_effect_preference_judge,cable_routing,nominal,combined_stress,0.6633,0.0437,0.0049,0.004,0.0536,0.0017,0.6702,0.0073,0.0633,0.0026,0.1952,0.0,0.0228,0.0031,0.7099,0.0038,7
oracle_side_effect_preference_judge,cable_routing,force_damage,nominal,0.7381,0.0464,0.0087,0.0047,0.0574,0.0037,0.7124,0.0079,0.0433,0.004,0.1779,0.0,0.0305,0.003,0.7299,0.0054,7
oracle_side_effect_preference_judge,cable_routing,force_damage,seen_shift,0.7347,0.0363,0.0104,0.0043,0.0514,0.0034,0.7034,0.0148,0.0513,0.0034,0.1882,0.0,0.0321,0.0037,0.7213,0.0094,7
oracle_side_effect_preference_judge,cable_routing,force_damage,unseen_object,0.699,0.0232,0.0088,0.004,0.054,0.0031,0.6942,0.0064,0.0542,0.0038,0.1934,0.0,0.0362,0.0033,0.7135,0.0055,7
oracle_side_effect_preference_judge,cable_routing,force_damage,unseen_side_effect,0.7075,0.0264,0.0165,0.0035,0.0536,0.0032,0.6733,0.0053,0.0552,0.0023,0.1978,0.0,0.0366,0.0032,0.7129,0.0042,7
oracle_side_effect_preference_judge,cable_routing,force_damage,combined_stress,0.682,0.0243,0.0195,0.0035,0.0535,0.0032,0.6709,0.0059,0.0605,0.0035,0.2059,0.0,0.0361,0.0031,0.6966,0.0038,7
oracle_side_effect_preference_judge,cable_routing,object_displacement,nominal,0.7432,0.0374,0.0096,0.0036,0.0527,0.0024,0.7156,0.0074,0.0464,0.003,0.1775,0.0,0.0285,0.0022,0.7314,0.0044,7
oracle_side_effect_preference_judge,cable_routing,object_displacement,seen_shift,0.7143,0.0378,0.0095,0.003,0.052,0.0039,0.6987,0.0102,0.0504,0.0031,0.1877,0.0,0.0297,0.0014,0.7194,0.002,7
oracle_side_effect_preference_judge,cable_routing,object_displacement,unseen_object,0.7024,0.0318,0.013,0.0025,0.0573,0.0024,0.6963,0.0105,0.0529,0.0032,0.1928,0.0,0.0286,0.0038,0.7168,0.0069,7
oracle_side_effect_preference_judge,cable_routing,object_displacement,unseen_side_effect,0.6752,0.015,0.0143,0.005,0.0551,0.0041,0.6704,0.0064,0.054,0.0024,0.1972,0.0,0.0276,0.0031,0.7066,0.0087,7
oracle_side_effect_preference_judge,cable_routing,object_displacement,combined_stress,0.6497,0.0524,0.0151,0.0026,0.0539,0.0032,0.6636,0.0056,0.0634,0.0027,0.2052,0.0,0.0297,0.0023,0.702,0.0096,7
oracle_side_effect_preference_judge,cable_routing,clutter_accumulation,nominal,0.7398,0.0427,0.0107,0.0022,0.0527,0.0016,0.7162,0.0093,0.0456,0.0019,0.1781,0.0,0.0263,0.0031,0.7321,0.0066,7
oracle_side_effect_preference_judge,cable_routing,clutter_accumulation,seen_shift,0.7211,0.0264,0.0114,0.0029,0.0546,0.0042,0.7018,0.0085,0.0517,0.0046,0.1884,0.0,0.0277,0.0026,0.72,0.0072,7
oracle_side_effect_preference_judge,cable_routing,clutter_accumulation,unseen_object,0.699,0.0282,0.0139,0.0036,0.0529,0.004,0.6929,0.0037,0.0527,0.0026,0.1936,0.0,0.0315,0.0032,0.7173,0.0048,7
oracle_side_effect_preference_judge,cable_routing,clutter_accumulation,unseen_side_effect,0.7194,0.0519,0.0135,0.0044,0.0556,0.0017,0.6684,0.0067,0.0537,0.003,0.1981,0.0,0.0288,0.0036,0.7102,0.0058,7
oracle_side_effect_preference_judge,cable_routing,clutter_accumulation,combined_stress,0.6684,0.0525,0.0167,0.0029,0.0544,0.0019,0.6733,0.005,0.0574,0.0025,0.2062,0.0,0.0302,0.0039,0.7005,0.0075,7
oracle_side_effect_preference_judge,cable_routing,unstable_placement,nominal,0.7126,0.0262,0.014,0.0038,0.0535,0.0033,0.7152,0.0057,0.0467,0.0022,0.1783,0.0,0.03,0.0045,0.732,0.0061,7
oracle_side_effect_preference_judge,cable_routing,unstable_placement,seen_shift,0.7041,0.0482,0.0135,0.0039,0.0511,0.0022,0.701,0.0045,0.0516,0.0036,0.1887,0.0,0.0271,0.0017,0.7231,0.003,7
oracle_side_effect_preference_judge,cable_routing,unstable_placement,unseen_object,0.733,0.0349,0.0143,0.0037,0.0562,0.0023,0.6919,0.005,0.055,0.0018,0.1939,0.0,0.0316,0.0025,0.72,0.004,7
oracle_side_effect_preference_judge,cable_routing,unstable_placement,unseen_side_effect,0.6939,0.0287,0.0132,0.0042,0.0545,0.0025,0.6705,0.0041,0.0537,0.0021,0.1984,0.0,0.0336,0.0035,0.7154,0.0048,7
oracle_side_effect_preference_judge,cable_routing,unstable_placement,combined_stress,0.6752,0.0406,0.0164,0.0028,0.0573,0.0028,0.6702,0.0078,0.0607,0.0017,0.2066,0.0,0.0335,0.0025,0.6997,0.0064,7
oracle_side_effect_preference_judge,cable_routing,irreversible_change,nominal,0.7551,0.0491,0.0134,0.0035,0.0551,0.0014,0.7119,0.0081,0.0437,0.0031,0.1785,0.0,0.0301,0.0028,0.7286,0.0039,7
oracle_side_effect_preference_judge,cable_routing,irreversible_change,seen_shift,0.7194,0.0259,0.0123,0.0026,0.0576,0.0036,0.7032,0.0097,0.0539,0.0026,0.1889,0.0,0.0354,0.0015,0.725,0.0029,7
oracle_side_effect_preference_judge,cable_routing,irreversible_change,unseen_object,0.7194,0.0555,0.0157,0.0039,0.0554,0.0039,0.6967,0.0067,0.0539,0.0031,0.1942,0.0,0.032,0.0028,0.711,0.0045,7
oracle_side_effect_preference_judge,cable_routing,irreversible_change,unseen_side_effect,0.6854,0.0287,0.0134,0.0046,0.0523,0.0041,0.669,0.0052,0.0568,0.0029,0.1987,0.0,0.0347,0.0041,0.7143,0.0048,7
oracle_side_effect_preference_judge,cable_routing,irreversible_change,combined_stress,0.6684,0.0246,0.0166,0.0039,0.053,0.0027,0.6765,0.0039,0.0591,0.0034,0.2069,0.0,0.0349,0.0037,0.7046,0.0072,7
oracle_side_effect_preference_judge,cable_routing,combined_side_effect_stress,nominal,0.7755,0.0354,0.0165,0.005,0.0536,0.003,0.7142,0.0063,0.0469,0.0028,0.1797,0.0,0.0316,0.0032,0.736,0.0042,7
oracle_side_effect_preference_judge,cable_routing,combined_side_effect_stress,seen_shift,0.7075,0.0469,0.0183,0.0033,0.0561,0.0029,0.6989,0.0043,0.0535,0.0041,0.1904,0.0,0.0346,0.0034,0.7175,0.0058,7
oracle_side_effect_preference_judge,cable_routing,combined_side_effect_stress,unseen_object,0.6837,0.0496,0.0222,0.0027,0.0556,0.0022,0.6982,0.0082,0.0543,0.0035,0.1958,0.0,0.0334,0.0033,0.7175,0.0078,7
oracle_side_effect_preference_judge,cable_routing,combined_side_effect_stress,unseen_side_effect,0.6905,0.0574,0.0203,0.0047,0.0566,0.0031,0.6705,0.009,0.0544,0.0037,0.2004,0.0,0.0353,0.0012,0.7109,0.0041,7
oracle_side_effect_preference_judge,cable_routing,combined_side_effect_stress,combined_stress,0.6531,0.0316,0.0224,0.0042,0.057,0.0024,0.6733,0.0046,0.0607,0.002,0.2089,0.0,0.0354,0.0025,0.7035,0.0062,7
oracle_side_effect_preference_judge,tool_handoff,nominal,nominal,0.7347,0.0329,0.0067,0.004,0.0515,0.0023,0.72,0.0075,0.0461,0.0017,0.1715,0.0,0.025,0.0049,0.7293,0.0053,7
oracle_side_effect_preference_judge,tool_handoff,nominal,seen_shift,0.7177,0.0383,0.0089,0.0039,0.0524,0.004,0.6999,0.0068,0.0515,0.0038,0.1803,0.0,0.0249,0.0046,0.7168,0.008,7
oracle_side_effect_preference_judge,tool_handoff,nominal,unseen_object,0.6973,0.0233,0.0048,0.0037,0.0493,0.0016,0.6919,0.0063,0.0553,0.0024,0.1846,0.0,0.0246,0.0027,0.7154,0.0067,7
oracle_side_effect_preference_judge,tool_handoff,nominal,unseen_side_effect,0.6939,0.0555,0.008,0.0028,0.0515,0.0036,0.6769,0.0038,0.058,0.002,0.1883,0.0,0.027,0.0022,0.7097,0.0035,7
oracle_side_effect_preference_judge,tool_handoff,nominal,combined_stress,0.7058,0.0403,0.0041,0.0025,0.0529,0.0021,0.675,0.0079,0.0607,0.0021,0.1952,0.0,0.0249,0.0017,0.7033,0.0037,7
oracle_side_effect_preference_judge,tool_handoff,force_damage,nominal,0.7262,0.0388,0.0103,0.0032,0.0556,0.0031,0.7098,0.0103,0.0452,0.0044,0.1779,0.0,0.0324,0.0021,0.7352,0.0059,7
oracle_side_effect_preference_judge,tool_handoff,force_damage,seen_shift,0.7313,0.0243,0.0161,0.0031,0.0568,0.0019,0.6991,0.0057,0.054,0.002,0.1882,0.0,0.0332,0.0026,0.7152,0.0066,7
oracle_side_effect_preference_judge,tool_handoff,force_damage,unseen_object,0.6888,0.0347,0.0183,0.0037,0.0551,0.0034,0.6841,0.0096,0.0521,0.0026,0.1934,0.0,0.0335,0.0039,0.7123,0.0051,7
oracle_side_effect_preference_judge,tool_handoff,force_damage,unseen_side_effect,0.6616,0.037,0.0184,0.0034,0.0523,0.0031,0.6706,0.0079,0.058,0.0028,0.1978,0.0,0.0367,0.0037,0.7086,0.0062,7
oracle_side_effect_preference_judge,tool_handoff,force_damage,combined_stress,0.6922,0.018,0.0176,0.0038,0.057,0.002,0.6687,0.007,0.0649,0.0038,0.2059,0.0,0.0373,0.0028,0.7011,0.004,7
oracle_side_effect_preference_judge,tool_handoff,object_displacement,nominal,0.7024,0.0378,0.0094,0.0022,0.0514,0.0036,0.7176,0.0094,0.0441,0.0037,0.1775,0.0,0.0281,0.0044,0.7336,0.0044,7
oracle_side_effect_preference_judge,tool_handoff,object_displacement,seen_shift,0.7228,0.04,0.009,0.0022,0.0548,0.0032,0.7021,0.0044,0.0514,0.0028,0.1877,0.0,0.027,0.0022,0.7189,0.0056,7
oracle_side_effect_preference_judge,tool_handoff,object_displacement,unseen_object,0.6837,0.0296,0.0123,0.0017,0.0554,0.0029,0.6899,0.0042,0.0551,0.0035,0.1928,0.0,0.0271,0.0019,0.719,0.0044,7
oracle_side_effect_preference_judge,tool_handoff,object_displacement,unseen_side_effect,0.682,0.0359,0.0137,0.004,0.0581,0.0029,0.6699,0.0057,0.0579,0.0029,0.1972,0.0,0.0321,0.002,0.713,0.004,7
oracle_side_effect_preference_judge,tool_handoff,object_displacement,combined_stress,0.6633,0.0243,0.0128,0.0034,0.0548,0.0045,0.6733,0.0067,0.0598,0.0027,0.2052,0.0,0.0304,0.0019,0.7018,0.007,7
oracle_side_effect_preference_judge,tool_handoff,clutter_accumulation,nominal,0.7092,0.0215,0.0091,0.0035,0.054,0.0022,0.7153,0.0045,0.0476,0.0029,0.1781,0.0,0.0295,0.003,0.7304,0.0065,7
oracle_side_effect_preference_judge,tool_handoff,clutter_accumulation,seen_shift,0.7228,0.0282,0.0124,0.0039,0.0556,0.0042,0.6944,0.0059,0.0547,0.0025,0.1884,0.0,0.0279,0.0028,0.7191,0.0057,7
oracle_side_effect_preference_judge,tool_handoff,clutter_accumulation,unseen_object,0.7007,0.0276,0.0136,0.0045,0.0522,0.0035,0.696,0.0096,0.0555,0.0029,0.1936,0.0,0.031,0.0032,0.7112,0.0071,7
oracle_side_effect_preference_judge,tool_handoff,clutter_accumulation,unseen_side_effect,0.6752,0.0457,0.0164,0.0029,0.0563,0.0031,0.6676,0.0086,0.0544,0.0024,0.1981,0.0,0.0328,0.0028,0.7089,0.005,7
oracle_side_effect_preference_judge,tool_handoff,clutter_accumulation,combined_stress,0.631,0.0249,0.0169,0.0027,0.0557,0.0023,0.6706,0.0058,0.0612,0.0033,0.2062,0.0,0.0284,0.002,0.6994,0.0065,7
oracle_side_effect_preference_judge,tool_handoff,unstable_placement,nominal,0.7245,0.0451,0.0101,0.0034,0.0545,0.0023,0.7168,0.0082,0.0461,0.0022,0.1783,0.0,0.0301,0.0033,0.7318,0.0051,7
oracle_side_effect_preference_judge,tool_handoff,unstable_placement,seen_shift,0.7109,0.0519,0.0135,0.0036,0.0554,0.0026,0.6979,0.0075,0.0545,0.0035,0.1887,0.0,0.0322,0.0017,0.7244,0.0033,7
oracle_side_effect_preference_judge,tool_handoff,unstable_placement,unseen_object,0.682,0.0705,0.0164,0.0025,0.0561,0.0029,0.6889,0.0075,0.0533,0.003,0.1939,0.0,0.0314,0.0036,0.7133,0.006,7
oracle_side_effect_preference_judge,tool_handoff,unstable_placement,unseen_side_effect,0.6667,0.0388,0.0192,0.0046,0.0579,0.0025,0.6737,0.0073,0.0604,0.0029,0.1984,0.0,0.0336,0.0045,0.7115,0.0067,7
oracle_side_effect_preference_judge,tool_handoff,unstable_placement,combined_stress,0.6531,0.0339,0.0207,0.004,0.057,0.0036,0.6753,0.0071,0.0613,0.0024,0.2066,0.0,0.0347,0.0025,0.6963,0.0049,7
oracle_side_effect_preference_judge,tool_handoff,irreversible_change,nominal,0.7092,0.0501,0.0159,0.0042,0.0549,0.0019,0.7105,0.0032,0.042,0.0027,0.1785,0.0,0.0319,0.0022,0.7326,0.0044,7
oracle_side_effect_preference_judge,tool_handoff,irreversible_change,seen_shift,0.7347,0.0337,0.0152,0.0042,0.0573,0.0024,0.7046,0.0096,0.0543,0.0027,0.1889,0.0,0.035,0.0019,0.7157,0.0054,7
oracle_side_effect_preference_judge,tool_handoff,irreversible_change,unseen_object,0.7075,0.0325,0.0144,0.0043,0.0551,0.0045,0.6991,0.0071,0.0542,0.0025,0.1942,0.0,0.0365,0.0016,0.7172,0.0033,7
oracle_side_effect_preference_judge,tool_handoff,irreversible_change,unseen_side_effect,0.6939,0.0413,0.0188,0.0036,0.055,0.0027,0.6683,0.011,0.0564,0.0026,0.1987,0.0,0.0378,0.0017,0.7102,0.0059,7
oracle_side_effect_preference_judge,tool_handoff,irreversible_change,combined_stress,0.6735,0.0325,0.0221,0.0044,0.0611,0.003,0.6663,0.0085,0.0598,0.0048,0.2069,0.0,0.038,0.0025,0.6978,0.0056,7
oracle_side_effect_preference_judge,tool_handoff,combined_side_effect_stress,nominal,0.7296,0.0428,0.015,0.0028,0.0553,0.0038,0.7048,0.0049,0.0464,0.0026,0.1797,0.0,0.0315,0.0022,0.731,0.0079,7
oracle_side_effect_preference_judge,tool_handoff,combined_side_effect_stress,seen_shift,0.6769,0.0328,0.0205,0.0022,0.0608,0.0018,0.6967,0.0099,0.054,0.0013,0.1904,0.0,0.0364,0.003,0.7159,0.0047,7
oracle_side_effect_preference_judge,tool_handoff,combined_side_effect_stress,unseen_object,0.6735,0.0466,0.0209,0.0026,0.0582,0.0036,0.7014,0.0096,0.0521,0.0017,0.1958,0.0,0.0363,0.0018,0.721,0.0093,7
oracle_side_effect_preference_judge,tool_handoff,combined_side_effect_stress,unseen_side_effect,0.6752,0.034,0.0293,0.0048,0.0655,0.0019,0.6718,0.0061,0.0567,0.0022,0.2004,0.0,0.0411,0.0024,0.7108,0.0034,7
oracle_side_effect_preference_judge,tool_handoff,combined_side_effect_stress,combined_stress,0.6803,0.0328,0.0263,0.004,0.0612,0.0017,0.6739,0.0075,0.0604,0.0037,0.2089,0.0,0.0439,0.0037,0.7054,0.0059,7
oracle_side_effect_preference_judge,mobile_shelf_placement,nominal,nominal,0.7483,0.0336,0.005,0.0019,0.0518,0.0026,0.7099,0.0071,0.0454,0.0024,0.1715,0.0,0.0226,0.0024,0.7297,0.0068,7
