ablation,task,regime,split,seed,episodes,success,success_probability,side_effect_violation,preference_regret,side_effect_recall,false_alarm,query_cost,damage_rate,data_efficiency_proxy
full_side_effect_preference_model,tool_handoff,clutter_accumulation,combined_stress,5,84,0.5595,0.5667,0.0474,0.071,0.5947,0.0841,0.229,0.0437,0.6247
full_side_effect_preference_model,tool_handoff,clutter_accumulation,combined_stress,6,84,0.5476,0.5785,0.0393,0.0624,0.5961,0.0906,0.229,0.0375,0.6218
full_side_effect_preference_model,tool_handoff,unstable_placement,combined_stress,0,84,0.5357,0.5592,0.0432,0.0684,0.6133,0.0816,0.2293,0.0476,0.6224
full_side_effect_preference_model,tool_handoff,unstable_placement,combined_stress,1,84,0.6071,0.57,0.0686,0.0736,0.6,0.092,0.2293,0.0515,0.6304
full_side_effect_preference_model,tool_handoff,unstable_placement,combined_stress,2,84,0.5238,0.5718,0.0562,0.0657,0.583,0.0897,0.2293,0.0488,0.6197
full_side_effect_preference_model,tool_handoff,unstable_placement,combined_stress,3,84,0.5476,0.5666,0.0572,0.0721,0.6104,0.0838,0.2293,0.0545,0.6194
full_side_effect_preference_model,tool_handoff,unstable_placement,combined_stress,4,84,0.5357,0.5668,0.0697,0.0743,0.5857,0.0832,0.2293,0.0549,0.6248
full_side_effect_preference_model,tool_handoff,unstable_placement,combined_stress,5,84,0.5476,0.5694,0.0609,0.0738,0.5968,0.0814,0.2293,0.0484,0.6287
full_side_effect_preference_model,tool_handoff,unstable_placement,combined_stress,6,84,0.5476,0.5606,0.0644,0.0757,0.5978,0.0901,0.2293,0.0501,0.6229
full_side_effect_preference_model,tool_handoff,irreversible_change,combined_stress,0,84,0.5476,0.5603,0.0638,0.0743,0.5866,0.0906,0.2296,0.052,0.6301
full_side_effect_preference_model,tool_handoff,irreversible_change,combined_stress,1,84,0.5357,0.5557,0.0607,0.0747,0.6045,0.0854,0.2296,0.061,0.626
full_side_effect_preference_model,tool_handoff,irreversible_change,combined_stress,2,84,0.5833,0.5527,0.0707,0.0709,0.6074,0.0887,0.2296,0.0674,0.62
full_side_effect_preference_model,tool_handoff,irreversible_change,combined_stress,3,84,0.5714,0.5656,0.0662,0.0721,0.59,0.084,0.2296,0.0528,0.6202
full_side_effect_preference_model,tool_handoff,irreversible_change,combined_stress,4,84,0.5476,0.5558,0.0627,0.0738,0.6156,0.0887,0.2296,0.0635,0.6177
full_side_effect_preference_model,tool_handoff,irreversible_change,combined_stress,5,84,0.5595,0.5525,0.0593,0.0752,0.5976,0.0806,0.2296,0.0551,0.6406
full_side_effect_preference_model,tool_handoff,irreversible_change,combined_stress,6,84,0.5238,0.5722,0.0579,0.0761,0.6115,0.0854,0.2296,0.056,0.6495
full_side_effect_preference_model,tool_handoff,combined_side_effect_stress,combined_stress,0,84,0.5357,0.5522,0.0779,0.0856,0.5993,0.0919,0.2317,0.0642,0.6281
full_side_effect_preference_model,tool_handoff,combined_side_effect_stress,combined_stress,1,84,0.5238,0.5452,0.0892,0.0838,0.5975,0.0819,0.2317,0.075,0.6372
full_side_effect_preference_model,tool_handoff,combined_side_effect_stress,combined_stress,2,84,0.5476,0.5308,0.0787,0.0801,0.6032,0.08,0.2317,0.0706,0.625
full_side_effect_preference_model,tool_handoff,combined_side_effect_stress,combined_stress,3,84,0.5357,0.5544,0.0791,0.0836,0.6228,0.0732,0.2317,0.0654,0.6208
full_side_effect_preference_model,tool_handoff,combined_side_effect_stress,combined_stress,4,84,0.5357,0.5399,0.0848,0.0843,0.5986,0.0832,0.2317,0.0681,0.6329
full_side_effect_preference_model,tool_handoff,combined_side_effect_stress,combined_stress,5,84,0.4881,0.5462,0.0825,0.0862,0.6002,0.0901,0.2317,0.0691,0.6134
full_side_effect_preference_model,tool_handoff,combined_side_effect_stress,combined_stress,6,84,0.4524,0.5451,0.0722,0.0827,0.6021,0.0737,0.2317,0.0669,0.6224
full_side_effect_preference_model,mobile_shelf_placement,nominal,combined_stress,0,84,0.5,0.6002,0.022,0.0617,0.6003,0.0817,0.2179,0.024,0.6233
full_side_effect_preference_model,mobile_shelf_placement,nominal,combined_stress,1,84,0.5119,0.6008,0.0135,0.0646,0.5956,0.0906,0.2179,0.0322,0.6198
full_side_effect_preference_model,mobile_shelf_placement,nominal,combined_stress,2,84,0.5476,0.5942,0.0227,0.0541,0.569,0.0871,0.2179,0.0252,0.6275
full_side_effect_preference_model,mobile_shelf_placement,nominal,combined_stress,3,84,0.5476,0.5987,0.0236,0.0632,0.5917,0.0877,0.2179,0.0249,0.6319
full_side_effect_preference_model,mobile_shelf_placement,nominal,combined_stress,4,84,0.6429,0.6078,0.0194,0.0557,0.6063,0.083,0.2179,0.0159,0.6388
full_side_effect_preference_model,mobile_shelf_placement,nominal,combined_stress,5,84,0.5833,0.5997,0.0254,0.0603,0.6053,0.0801,0.2179,0.0301,0.6274
full_side_effect_preference_model,mobile_shelf_placement,nominal,combined_stress,6,84,0.631,0.5963,0.0219,0.054,0.6033,0.0826,0.2179,0.0207,0.6368
full_side_effect_preference_model,mobile_shelf_placement,force_damage,combined_stress,0,84,0.5357,0.5635,0.0452,0.0739,0.5938,0.0842,0.2286,0.0563,0.6299
full_side_effect_preference_model,mobile_shelf_placement,force_damage,combined_stress,1,84,0.5833,0.5741,0.0529,0.0689,0.5983,0.0914,0.2286,0.0501,0.6229
full_side_effect_preference_model,mobile_shelf_placement,force_damage,combined_stress,2,84,0.5238,0.5806,0.0449,0.0586,0.6111,0.0854,0.2286,0.0579,0.6218
full_side_effect_preference_model,mobile_shelf_placement,force_damage,combined_stress,3,84,0.5595,0.5768,0.0544,0.0674,0.6059,0.0841,0.2286,0.0506,0.6275
full_side_effect_preference_model,mobile_shelf_placement,force_damage,combined_stress,4,84,0.5357,0.5719,0.0435,0.068,0.5948,0.0784,0.2286,0.0566,0.6213
full_side_effect_preference_model,mobile_shelf_placement,force_damage,combined_stress,5,84,0.5476,0.5742,0.0484,0.0701,0.5947,0.0829,0.2286,0.053,0.62
full_side_effect_preference_model,mobile_shelf_placement,force_damage,combined_stress,6,84,0.5833,0.5793,0.0527,0.0702,0.5861,0.0831,0.2286,0.0538,0.6323
full_side_effect_preference_model,mobile_shelf_placement,object_displacement,combined_stress,0,84,0.619,0.5768,0.0575,0.0686,0.6019,0.0861,0.228,0.0411,0.6237
full_side_effect_preference_model,mobile_shelf_placement,object_displacement,combined_stress,1,84,0.5476,0.581,0.0472,0.0633,0.6039,0.0806,0.228,0.0389,0.6199
full_side_effect_preference_model,mobile_shelf_placement,object_displacement,combined_stress,2,84,0.5833,0.5824,0.057,0.0709,0.6079,0.0917,0.228,0.0464,0.6174
full_side_effect_preference_model,mobile_shelf_placement,object_displacement,combined_stress,3,84,0.4881,0.5719,0.0572,0.0688,0.6002,0.0842,0.228,0.0403,0.6261
full_side_effect_preference_model,mobile_shelf_placement,object_displacement,combined_stress,4,84,0.4881,0.5677,0.0593,0.0616,0.6047,0.0842,0.228,0.0484,0.6201
full_side_effect_preference_model,mobile_shelf_placement,object_displacement,combined_stress,5,84,0.5714,0.5785,0.0488,0.0661,0.6047,0.0818,0.228,0.0486,0.6256
full_side_effect_preference_model,mobile_shelf_placement,object_displacement,combined_stress,6,84,0.5595,0.5764,0.0555,0.0633,0.6265,0.0841,0.228,0.0416,0.6161
full_side_effect_preference_model,mobile_shelf_placement,clutter_accumulation,combined_stress,0,84,0.4881,0.5676,0.0528,0.0693,0.6048,0.0872,0.229,0.0381,0.6223
full_side_effect_preference_model,mobile_shelf_placement,clutter_accumulation,combined_stress,1,84,0.5595,0.5757,0.0575,0.0662,0.5962,0.0791,0.229,0.0396,0.6208
full_side_effect_preference_model,mobile_shelf_placement,clutter_accumulation,combined_stress,2,84,0.5833,0.5728,0.0373,0.0645,0.5924,0.0815,0.229,0.0484,0.6378
full_side_effect_preference_model,mobile_shelf_placement,clutter_accumulation,combined_stress,3,84,0.631,0.5885,0.0531,0.0648,0.5981,0.0913,0.229,0.0464,0.6427
full_side_effect_preference_model,mobile_shelf_placement,clutter_accumulation,combined_stress,4,84,0.4405,0.5716,0.051,0.0707,0.5934,0.0837,0.229,0.0347,0.6196
full_side_effect_preference_model,mobile_shelf_placement,clutter_accumulation,combined_stress,5,84,0.5714,0.5798,0.0585,0.0676,0.6016,0.0923,0.229,0.042,0.6325
full_side_effect_preference_model,mobile_shelf_placement,clutter_accumulation,combined_stress,6,84,0.6548,0.5736,0.0554,0.0679,0.6196,0.0835,0.229,0.0416,0.6291
full_side_effect_preference_model,mobile_shelf_placement,unstable_placement,combined_stress,0,84,0.631,0.5646,0.0689,0.0699,0.6051,0.0865,0.2293,0.0557,0.6128
full_side_effect_preference_model,mobile_shelf_placement,unstable_placement,combined_stress,1,84,0.619,0.5721,0.0577,0.0653,0.5995,0.0848,0.2293,0.0442,0.6267
full_side_effect_preference_model,mobile_shelf_placement,unstable_placement,combined_stress,2,84,0.631,0.5747,0.0786,0.0754,0.6144,0.0868,0.2293,0.055,0.6403
full_side_effect_preference_model,mobile_shelf_placement,unstable_placement,combined_stress,3,84,0.4762,0.5696,0.0604,0.0694,0.613,0.0873,0.2293,0.0413,0.6118
full_side_effect_preference_model,mobile_shelf_placement,unstable_placement,combined_stress,4,84,0.5238,0.5748,0.0601,0.0713,0.5911,0.0834,0.2293,0.0443,0.6242
full_side_effect_preference_model,mobile_shelf_placement,unstable_placement,combined_stress,5,84,0.6786,0.5613,0.0654,0.07,0.5895,0.0802,0.2293,0.0482,0.6387
full_side_effect_preference_model,mobile_shelf_placement,unstable_placement,combined_stress,6,84,0.6071,0.5761,0.0669,0.0744,0.6071,0.0871,0.2293,0.0502,0.6266
full_side_effect_preference_model,mobile_shelf_placement,irreversible_change,combined_stress,0,84,0.5952,0.5611,0.0784,0.0737,0.6076,0.0825,0.2296,0.0552,0.6294
full_side_effect_preference_model,mobile_shelf_placement,irreversible_change,combined_stress,1,84,0.6905,0.5669,0.0717,0.0736,0.6161,0.0909,0.2296,0.0606,0.622
full_side_effect_preference_model,mobile_shelf_placement,irreversible_change,combined_stress,2,84,0.5238,0.5616,0.0571,0.0637,0.6085,0.0867,0.2296,0.0558,0.6328
full_side_effect_preference_model,mobile_shelf_placement,irreversible_change,combined_stress,3,84,0.5,0.5584,0.0684,0.0757,0.6088,0.0883,0.2296,0.0553,0.6314
full_side_effect_preference_model,mobile_shelf_placement,irreversible_change,combined_stress,4,84,0.5714,0.5764,0.0597,0.0676,0.6003,0.089,0.2296,0.0519,0.6289
full_side_effect_preference_model,mobile_shelf_placement,irreversible_change,combined_stress,5,84,0.5357,0.576,0.0676,0.0676,0.6151,0.0899,0.2296,0.0526,0.6362
full_side_effect_preference_model,mobile_shelf_placement,irreversible_change,combined_stress,6,84,0.6429,0.5752,0.0735,0.07,0.5957,0.0843,0.2296,0.0557,0.6239
full_side_effect_preference_model,mobile_shelf_placement,combined_side_effect_stress,combined_stress,0,84,0.631,0.5518,0.0857,0.0847,0.5844,0.0898,0.2317,0.0619,0.6254
full_side_effect_preference_model,mobile_shelf_placement,combined_side_effect_stress,combined_stress,1,84,0.4048,0.5688,0.0854,0.0789,0.6132,0.0784,0.2317,0.0595,0.6328
full_side_effect_preference_model,mobile_shelf_placement,combined_side_effect_stress,combined_stress,2,84,0.5119,0.5721,0.0961,0.0841,0.6068,0.0786,0.2317,0.0679,0.6213
full_side_effect_preference_model,mobile_shelf_placement,combined_side_effect_stress,combined_stress,3,84,0.5119,0.5523,0.0922,0.0763,0.6096,0.0875,0.2317,0.0635,0.63
full_side_effect_preference_model,mobile_shelf_placement,combined_side_effect_stress,combined_stress,4,84,0.5595,0.5482,0.0895,0.0844,0.5937,0.0885,0.2317,0.0665,0.6318
full_side_effect_preference_model,mobile_shelf_placement,combined_side_effect_stress,combined_stress,5,84,0.6429,0.554,0.0802,0.0868,0.5962,0.0827,0.2317,0.0695,0.6283
full_side_effect_preference_model,mobile_shelf_placement,combined_side_effect_stress,combined_stress,6,84,0.5476,0.5523,0.0846,0.0848,0.6122,0.0907,0.2317,0.0619,0.622
minus_side_effect_taxonomy,table_clearing,nominal,combined_stress,0,84,0.619,0.5846,0.0383,0.0484,0.4125,0.0881,0.1968,0.028,0.4689
minus_side_effect_taxonomy,table_clearing,nominal,combined_stress,1,84,0.631,0.5874,0.0357,0.0579,0.4182,0.0801,0.1968,0.0332,0.4562
minus_side_effect_taxonomy,table_clearing,nominal,combined_stress,2,84,0.6071,0.5903,0.0394,0.0706,0.4028,0.0781,0.1968,0.0356,0.4577
minus_side_effect_taxonomy,table_clearing,nominal,combined_stress,3,84,0.5952,0.5926,0.0309,0.0566,0.4062,0.0858,0.1968,0.0215,0.4578
minus_side_effect_taxonomy,table_clearing,nominal,combined_stress,4,84,0.631,0.5776,0.0305,0.0607,0.4118,0.0856,0.1968,0.0255,0.4595
minus_side_effect_taxonomy,table_clearing,nominal,combined_stress,5,84,0.631,0.5927,0.0324,0.0546,0.3892,0.0813,0.1968,0.0285,0.4515
minus_side_effect_taxonomy,table_clearing,nominal,combined_stress,6,84,0.6667,0.5887,0.0396,0.0585,0.4032,0.0837,0.1968,0.032,0.4571
minus_side_effect_taxonomy,table_clearing,force_damage,combined_stress,0,84,0.5357,0.5176,0.072,0.0632,0.4181,0.0852,0.2075,0.0496,0.4619
minus_side_effect_taxonomy,table_clearing,force_damage,combined_stress,1,84,0.5119,0.5314,0.0735,0.0723,0.3884,0.0873,0.2075,0.0594,0.463
minus_side_effect_taxonomy,table_clearing,force_damage,combined_stress,2,84,0.4405,0.53,0.0635,0.0739,0.4184,0.0833,0.2075,0.0585,0.4666
minus_side_effect_taxonomy,table_clearing,force_damage,combined_stress,3,84,0.4643,0.5288,0.076,0.0635,0.4119,0.0852,0.2075,0.064,0.4486
minus_side_effect_taxonomy,table_clearing,force_damage,combined_stress,4,84,0.4881,0.5318,0.0752,0.0762,0.3976,0.0771,0.2075,0.0623,0.4654
minus_side_effect_taxonomy,table_clearing,force_damage,combined_stress,5,84,0.5952,0.5295,0.0665,0.072,0.4043,0.0799,0.2075,0.0536,0.4492
minus_side_effect_taxonomy,table_clearing,force_damage,combined_stress,6,84,0.5595,0.5197,0.069,0.0767,0.4014,0.0917,0.2075,0.0643,0.454
minus_side_effect_taxonomy,table_clearing,object_displacement,combined_stress,0,84,0.4643,0.5229,0.1234,0.0814,0.4034,0.0891,0.2068,0.0483,0.463
minus_side_effect_taxonomy,table_clearing,object_displacement,combined_stress,1,84,0.4524,0.5224,0.1223,0.0874,0.4092,0.0797,0.2068,0.0464,0.4539
minus_side_effect_taxonomy,table_clearing,object_displacement,combined_stress,2,84,0.4762,0.5325,0.1173,0.0685,0.3951,0.0807,0.2068,0.0411,0.4514
minus_side_effect_taxonomy,table_clearing,object_displacement,combined_stress,3,84,0.5595,0.5388,0.1199,0.0802,0.4121,0.0792,0.2068,0.0406,0.4608
minus_side_effect_taxonomy,table_clearing,object_displacement,combined_stress,4,84,0.5119,0.5248,0.1123,0.0772,0.4036,0.0836,0.2068,0.0404,0.4491
minus_side_effect_taxonomy,table_clearing,object_displacement,combined_stress,5,84,0.4405,0.5334,0.1149,0.0743,0.4176,0.0855,0.2068,0.0462,0.4548
minus_side_effect_taxonomy,table_clearing,object_displacement,combined_stress,6,84,0.5,0.5382,0.1066,0.0776,0.4131,0.0868,0.2068,0.0382,0.4464
minus_side_effect_taxonomy,table_clearing,clutter_accumulation,combined_stress,0,84,0.5714,0.5249,0.1271,0.0832,0.3883,0.0884,0.2078,0.0558,0.4528
minus_side_effect_taxonomy,table_clearing,clutter_accumulation,combined_stress,1,84,0.5238,0.5291,0.1253,0.0824,0.4248,0.0881,0.2078,0.0476,0.4755
minus_side_effect_taxonomy,table_clearing,clutter_accumulation,combined_stress,2,84,0.5476,0.5206,0.123,0.0742,0.4163,0.0872,0.2078,0.0485,0.4724
minus_side_effect_taxonomy,table_clearing,clutter_accumulation,combined_stress,3,84,0.5952,0.5358,0.1213,0.0821,0.4031,0.0808,0.2078,0.0495,0.4475
minus_side_effect_taxonomy,table_clearing,clutter_accumulation,combined_stress,4,84,0.5952,0.5238,0.1184,0.0809,0.4216,0.0812,0.2078,0.0444,0.4552
minus_side_effect_taxonomy,table_clearing,clutter_accumulation,combined_stress,5,84,0.5595,0.5421,0.1216,0.0784,0.4063,0.0836,0.2078,0.0483,0.4449
minus_side_effect_taxonomy,table_clearing,clutter_accumulation,combined_stress,6,84,0.5,0.5358,0.1236,0.0813,0.4147,0.0881,0.2078,0.0397,0.4592
minus_side_effect_taxonomy,table_clearing,unstable_placement,combined_stress,0,84,0.4881,0.5283,0.0858,0.0741,0.4138,0.0751,0.2082,0.0527,0.4643
minus_side_effect_taxonomy,table_clearing,unstable_placement,combined_stress,1,84,0.4643,0.5252,0.0921,0.0721,0.418,0.0892,0.2082,0.0485,0.4622
minus_side_effect_taxonomy,table_clearing,unstable_placement,combined_stress,2,84,0.4524,0.5274,0.0864,0.0762,0.412,0.0856,0.2082,0.0597,0.4494
minus_side_effect_taxonomy,table_clearing,unstable_placement,combined_stress,3,84,0.5595,0.5282,0.0874,0.0729,0.419,0.0923,0.2082,0.0498,0.4521
minus_side_effect_taxonomy,table_clearing,unstable_placement,combined_stress,4,84,0.5238,0.5366,0.0853,0.0741,0.416,0.0781,0.2082,0.0515,0.4648
minus_side_effect_taxonomy,table_clearing,unstable_placement,combined_stress,5,84,0.619,0.5223,0.0963,0.0844,0.4054,0.084,0.2082,0.0529,0.4518
minus_side_effect_taxonomy,table_clearing,unstable_placement,combined_stress,6,84,0.6071,0.5359,0.089,0.0731,0.4255,0.082,0.2082,0.0579,0.4583
minus_side_effect_taxonomy,table_clearing,irreversible_change,combined_stress,0,84,0.5833,0.5114,0.119,0.0846,0.4138,0.095,0.2085,0.0664,0.4569
minus_side_effect_taxonomy,table_clearing,irreversible_change,combined_stress,1,84,0.5595,0.5101,0.1123,0.0776,0.4257,0.078,0.2085,0.0624,0.4625
minus_side_effect_taxonomy,table_clearing,irreversible_change,combined_stress,2,84,0.5119,0.5286,0.1089,0.0745,0.3979,0.0859,0.2085,0.0653,0.4525
minus_side_effect_taxonomy,table_clearing,irreversible_change,combined_stress,3,84,0.5952,0.5301,0.1178,0.0877,0.4017,0.086,0.2085,0.0714,0.4594
minus_side_effect_taxonomy,table_clearing,irreversible_change,combined_stress,4,84,0.4881,0.5232,0.1178,0.0858,0.4056,0.0814,0.2085,0.0686,0.4533
minus_side_effect_taxonomy,table_clearing,irreversible_change,combined_stress,5,84,0.6667,0.5195,0.1086,0.0773,0.3944,0.0843,0.2085,0.063,0.4485
minus_side_effect_taxonomy,table_clearing,irreversible_change,combined_stress,6,84,0.5238,0.5205,0.1238,0.0789,0.3946,0.083,0.2085,0.0627,0.4433
minus_side_effect_taxonomy,table_clearing,combined_side_effect_stress,combined_stress,0,84,0.4881,0.512,0.1533,0.0903,0.405,0.086,0.2105,0.0754,0.4488
minus_side_effect_taxonomy,table_clearing,combined_side_effect_stress,combined_stress,1,84,0.4643,0.5097,0.1526,0.0893,0.4125,0.0871,0.2105,0.0742,0.452
minus_side_effect_taxonomy,table_clearing,combined_side_effect_stress,combined_stress,2,84,0.4881,0.5158,0.1632,0.0916,0.4094,0.0838,0.2105,0.0768,0.4571
minus_side_effect_taxonomy,table_clearing,combined_side_effect_stress,combined_stress,3,84,0.4762,0.5033,0.1507,0.0836,0.4011,0.0891,0.2105,0.0701,0.4639
minus_side_effect_taxonomy,table_clearing,combined_side_effect_stress,combined_stress,4,84,0.5357,0.4926,0.1508,0.0921,0.4155,0.0883,0.2105,0.0771,0.4554
minus_side_effect_taxonomy,table_clearing,combined_side_effect_stress,combined_stress,5,84,0.5,0.5075,0.1527,0.0836,0.408,0.0815,0.2105,0.069,0.4439
minus_side_effect_taxonomy,table_clearing,combined_side_effect_stress,combined_stress,6,84,0.4881,0.5059,0.1628,0.0924,0.4063,0.0852,0.2105,0.0707,0.449
minus_side_effect_taxonomy,drawer_retrieval,nominal,combined_stress,0,84,0.5,0.57,0.0277,0.062,0.3959,0.0844,0.1968,0.0394,0.4654
minus_side_effect_taxonomy,drawer_retrieval,nominal,combined_stress,1,84,0.619,0.5861,0.0254,0.0602,0.4019,0.0889,0.1968,0.0288,0.4607
minus_side_effect_taxonomy,drawer_retrieval,nominal,combined_stress,2,84,0.5119,0.579,0.0279,0.0552,0.4094,0.0826,0.1968,0.0312,0.4816
minus_side_effect_taxonomy,drawer_retrieval,nominal,combined_stress,3,84,0.5476,0.5826,0.023,0.054,0.4267,0.0818,0.1968,0.0303,0.4649
minus_side_effect_taxonomy,drawer_retrieval,nominal,combined_stress,4,84,0.6071,0.5939,0.0282,0.0599,0.4057,0.0861,0.1968,0.0249,0.4593
