method,split,seed,n,success,success_ci95,success_probability,utility,utility_ci95,side_effect_recall,side_effect_recall_ci95,side_effect_violation,side_effect_violation_ci95,damage_rate,damage_rate_ci95,false_alarm,query_cost,preference_regret,human_acceptance,delayed_effect_miss,label_disagreement_loss,regret_to_oracle
inverse_reward_design_baseline,human_preference_shift,2,80,0.546745,0.013977,0.552112,0.521078,0.013154,0.387516,0.002552,0.087068,0.00505,0.068725,0.004448,0.108702,0.234049,0.088773,0.516441,0.0805,0.133851,0.278426
inverse_reward_design_baseline,human_preference_shift,3,80,0.555208,0.012584,0.551918,0.527663,0.01206,0.387178,0.002065,0.087309,0.004933,0.067328,0.004438,0.108558,0.234049,0.089939,0.51429,0.079924,0.134476,0.268226
inverse_reward_design_baseline,human_preference_shift,4,80,0.554297,0.012066,0.551735,0.527154,0.011566,0.3849,0.002112,0.086023,0.005153,0.067803,0.004674,0.108757,0.234049,0.089067,0.515561,0.079455,0.13376,0.278118
inverse_reward_design_baseline,human_preference_shift,5,80,0.545964,0.011951,0.551097,0.519755,0.011268,0.38654,0.002358,0.087877,0.005125,0.06789,0.004525,0.109494,0.234049,0.089803,0.51476,0.080563,0.134366,0.288528
inverse_reward_design_baseline,human_preference_shift,6,80,0.547396,0.0121,0.553648,0.521652,0.011187,0.386621,0.001973,0.086245,0.004863,0.068116,0.00457,0.108071,0.234049,0.08884,0.515653,0.08199,0.134113,0.281615
inverse_reward_design_baseline,human_preference_shift,7,80,0.548828,0.013002,0.551344,0.523103,0.011623,0.388436,0.002538,0.086035,0.005048,0.068495,0.004512,0.108641,0.234049,0.088869,0.515121,0.080685,0.133962,0.281358
inverse_reward_design_baseline,human_preference_shift,8,80,0.550521,0.011848,0.551359,0.52417,0.011153,0.387268,0.002428,0.086816,0.005032,0.067824,0.004475,0.10894,0.234049,0.088821,0.515217,0.080073,0.134452,0.287929
inverse_reward_design_baseline,human_preference_shift,9,80,0.545964,0.011074,0.552481,0.520303,0.010327,0.386952,0.002153,0.087167,0.004775,0.067976,0.00461,0.108993,0.234049,0.08927,0.515946,0.08077,0.134137,0.285857
inverse_reward_design_baseline,delayed_effects,0,80,0.54974,0.012391,0.54782,0.522194,0.01126,0.390394,0.00231,0.090734,0.005012,0.074974,0.005464,0.098996,0.233922,0.088878,0.515026,0.121283,0.095797,0.271317
inverse_reward_design_baseline,delayed_effects,1,80,0.547266,0.01325,0.546778,0.519467,0.01298,0.387695,0.002013,0.091433,0.005062,0.074983,0.005314,0.099297,0.233922,0.088066,0.514351,0.12169,0.095755,0.276585
inverse_reward_design_baseline,delayed_effects,2,80,0.54974,0.012743,0.547858,0.521828,0.012258,0.388911,0.002173,0.091761,0.004859,0.074807,0.005379,0.098499,0.233922,0.088307,0.51483,0.120758,0.095547,0.27504
inverse_reward_design_baseline,delayed_effects,3,80,0.540495,0.011439,0.547097,0.513662,0.01087,0.386472,0.002127,0.092069,0.005032,0.075113,0.005361,0.0988,0.233922,0.088372,0.514164,0.120949,0.095591,0.284231
inverse_reward_design_baseline,delayed_effects,4,80,0.535807,0.012549,0.546034,0.510362,0.011734,0.387311,0.002268,0.091698,0.005168,0.074711,0.005433,0.098408,0.233922,0.088469,0.515302,0.121117,0.096342,0.283769
inverse_reward_design_baseline,delayed_effects,5,80,0.556771,0.010706,0.548285,0.528134,0.010143,0.389021,0.00247,0.091114,0.004989,0.073832,0.005199,0.097772,0.233922,0.087743,0.515867,0.1217,0.095489,0.27568
inverse_reward_design_baseline,delayed_effects,6,80,0.537109,0.013393,0.546014,0.512132,0.013137,0.388815,0.002242,0.09036,0.004991,0.074844,0.005168,0.098303,0.233922,0.087389,0.514169,0.121264,0.095794,0.279368
inverse_reward_design_baseline,delayed_effects,7,80,0.540885,0.012116,0.547612,0.515504,0.011474,0.391332,0.002153,0.090673,0.005114,0.074018,0.005264,0.099276,0.233922,0.088445,0.51446,0.121397,0.09586,0.283934
inverse_reward_design_baseline,delayed_effects,8,80,0.53724,0.011835,0.548199,0.512127,0.010901,0.388111,0.002108,0.090738,0.005053,0.074884,0.005262,0.098505,0.233922,0.088044,0.515941,0.121154,0.095384,0.290644
inverse_reward_design_baseline,delayed_effects,9,80,0.554818,0.01199,0.546277,0.5259,0.011117,0.389515,0.002093,0.09143,0.005163,0.074966,0.005224,0.099187,0.233922,0.088702,0.515452,0.121143,0.096283,0.269822
inverse_reward_design_baseline,latent_damage_shift,0,80,0.543099,0.011739,0.540267,0.513075,0.01141,0.382069,0.002438,0.095298,0.005198,0.07699,0.005625,0.101499,0.236128,0.088854,0.514782,0.112289,0.102286,0.271306
inverse_reward_design_baseline,latent_damage_shift,1,80,0.536328,0.012225,0.539921,0.50705,0.011589,0.382002,0.002192,0.095616,0.005221,0.077382,0.005397,0.102125,0.236128,0.089127,0.512835,0.112202,0.102916,0.288664
inverse_reward_design_baseline,latent_damage_shift,2,80,0.542188,0.013344,0.541013,0.5126,0.013168,0.38191,0.002531,0.094457,0.005575,0.076545,0.00547,0.101589,0.236128,0.088909,0.513874,0.111574,0.10262,0.281024
inverse_reward_design_baseline,latent_damage_shift,3,80,0.539583,0.012152,0.539983,0.509647,0.011779,0.38027,0.002028,0.095276,0.00544,0.07688,0.005636,0.10167,0.236128,0.089443,0.513108,0.111614,0.103054,0.286474
inverse_reward_design_baseline,latent_damage_shift,4,80,0.536328,0.013701,0.539503,0.506844,0.012517,0.379756,0.002247,0.094295,0.005221,0.077388,0.005576,0.10231,0.236128,0.08973,0.512124,0.112222,0.102978,0.277741
inverse_reward_design_baseline,latent_damage_shift,5,80,0.537891,0.011083,0.537994,0.508828,0.010834,0.381078,0.002166,0.09422,0.005224,0.076962,0.005372,0.102157,0.236128,0.088899,0.512886,0.112157,0.101757,0.285511
inverse_reward_design_baseline,latent_damage_shift,6,80,0.547917,0.012207,0.540763,0.517429,0.011762,0.381248,0.002056,0.093518,0.00527,0.076844,0.005415,0.101238,0.236128,0.088916,0.514591,0.111777,0.10209,0.281212
inverse_reward_design_baseline,latent_damage_shift,7,80,0.534115,0.010974,0.539274,0.505601,0.010389,0.38031,0.002011,0.094726,0.00537,0.076831,0.005589,0.101566,0.236128,0.08904,0.512905,0.111437,0.102268,0.289294
inverse_reward_design_baseline,latent_damage_shift,8,80,0.542839,0.012166,0.539575,0.512864,0.011772,0.382603,0.002345,0.095135,0.005182,0.077111,0.005441,0.101267,0.236128,0.089162,0.513994,0.112568,0.102088,0.275379
inverse_reward_design_baseline,latent_damage_shift,9,80,0.536719,0.012513,0.539878,0.508225,0.011723,0.382785,0.002127,0.094243,0.00531,0.077728,0.005638,0.101598,0.236128,0.088747,0.514688,0.112075,0.102512,0.282012
inverse_reward_design_baseline,combined_stress,0,80,0.510286,0.011425,0.526603,0.475775,0.011072,0.370558,0.002103,0.102692,0.005698,0.080239,0.005754,0.110722,0.240611,0.094694,0.510314,0.117222,0.128325,0.301908
inverse_reward_design_baseline,combined_stress,1,80,0.526563,0.011858,0.526968,0.489032,0.01184,0.369388,0.002159,0.100953,0.005722,0.079716,0.005692,0.111428,0.240611,0.095603,0.510762,0.116899,0.129374,0.29957
inverse_reward_design_baseline,combined_stress,2,80,0.524479,0.013306,0.52785,0.488222,0.012759,0.373557,0.001976,0.101305,0.006053,0.078845,0.005816,0.111446,0.240611,0.09549,0.510553,0.116608,0.129887,0.297487
inverse_reward_design_baseline,combined_stress,3,80,0.529297,0.012296,0.528335,0.492186,0.012023,0.37241,0.002065,0.100633,0.005919,0.079965,0.005629,0.111542,0.240611,0.094006,0.511616,0.116887,0.128808,0.293158
inverse_reward_design_baseline,combined_stress,4,80,0.53151,0.012062,0.527946,0.49343,0.011562,0.37412,0.002267,0.101761,0.005967,0.079949,0.005725,0.111326,0.240611,0.095833,0.50951,0.116389,0.129344,0.285671
inverse_reward_design_baseline,combined_stress,5,80,0.525,0.010232,0.527145,0.48836,0.01035,0.374403,0.002186,0.102428,0.00601,0.079929,0.0056,0.111639,0.240611,0.093976,0.510041,0.116411,0.129392,0.297415
inverse_reward_design_baseline,combined_stress,6,80,0.527995,0.011062,0.528373,0.490433,0.010755,0.372602,0.002412,0.101162,0.005826,0.080663,0.005805,0.11188,0.240611,0.093884,0.508412,0.116938,0.128724,0.290946
inverse_reward_design_baseline,combined_stress,7,80,0.525651,0.011265,0.527934,0.488628,0.011273,0.373194,0.002315,0.10267,0.006057,0.079731,0.005697,0.110714,0.240611,0.095172,0.510291,0.116981,0.128522,0.305393
inverse_reward_design_baseline,combined_stress,8,80,0.53125,0.012613,0.528469,0.49341,0.011771,0.373423,0.001986,0.101686,0.005778,0.079482,0.005677,0.111874,0.240611,0.094151,0.509443,0.117475,0.128399,0.294011
inverse_reward_design_baseline,combined_stress,9,80,0.534766,0.013911,0.528333,0.495873,0.013493,0.372172,0.002306,0.10236,0.005722,0.079297,0.005682,0.110843,0.240611,0.094574,0.50916,0.116925,0.128615,0.286435
conservative_safety_filter,nominal,0,80,0.6125,0.010327,0.608607,0.614154,0.008417,0.457294,0.002335,0.055261,0.002425,0.038789,0.00194,0.101522,0.240518,0.069796,0.493662,0.052122,0.063282,0.241436
conservative_safety_filter,nominal,1,80,0.605208,0.01175,0.607113,0.607865,0.00987,0.455667,0.002093,0.055448,0.002638,0.038891,0.001801,0.102575,0.240518,0.069354,0.492966,0.051899,0.062861,0.245964
conservative_safety_filter,nominal,2,80,0.610417,0.011002,0.608019,0.612474,0.009059,0.456324,0.002227,0.054587,0.00269,0.038887,0.001728,0.1026,0.240518,0.069016,0.492665,0.05145,0.062839,0.244378
conservative_safety_filter,nominal,3,80,0.6125,0.011447,0.606451,0.613443,0.009824,0.456122,0.002183,0.056272,0.002644,0.039101,0.00184,0.102266,0.240518,0.070084,0.493169,0.052023,0.062572,0.244614
conservative_safety_filter,nominal,4,80,0.601042,0.012986,0.607541,0.604895,0.010768,0.456735,0.002497,0.05516,0.002389,0.039345,0.001736,0.101699,0.240518,0.068935,0.493659,0.051666,0.063455,0.252808
conservative_safety_filter,nominal,5,80,0.608984,0.010841,0.607679,0.610656,0.00898,0.457345,0.002203,0.056017,0.002461,0.039211,0.001923,0.103062,0.240518,0.069479,0.491511,0.051947,0.063181,0.24346
conservative_safety_filter,nominal,6,80,0.604557,0.010959,0.607011,0.606992,0.009229,0.456288,0.002155,0.056137,0.002623,0.039562,0.002102,0.101402,0.240518,0.069848,0.492409,0.051712,0.063657,0.234531
conservative_safety_filter,nominal,7,80,0.592708,0.011002,0.606637,0.598455,0.00915,0.45825,0.001969,0.05542,0.002385,0.038768,0.0019,0.102369,0.240518,0.069238,0.493392,0.051901,0.063045,0.258914
conservative_safety_filter,nominal,8,80,0.595443,0.011102,0.605965,0.600207,0.009395,0.455734,0.002361,0.054758,0.002407,0.039413,0.001937,0.101915,0.240518,0.069683,0.492985,0.051812,0.062524,0.254716
conservative_safety_filter,nominal,9,80,0.619792,0.011628,0.60802,0.619904,0.009528,0.455646,0.002421,0.054443,0.002549,0.039628,0.00183,0.102921,0.240518,0.068422,0.493642,0.051057,0.062793,0.230002
conservative_safety_filter,seen_shift,0,80,0.572786,0.011602,0.581795,0.571071,0.009744,0.441393,0.002282,0.062845,0.003107,0.043577,0.002359,0.110908,0.248262,0.073658,0.489519,0.060251,0.076501,0.252936
conservative_safety_filter,seen_shift,1,80,0.588151,0.011791,0.580661,0.582461,0.010071,0.440771,0.001845,0.063749,0.003012,0.044313,0.002312,0.110986,0.248262,0.074493,0.489653,0.061011,0.077829,0.256201
conservative_safety_filter,seen_shift,2,80,0.586458,0.012683,0.58218,0.581886,0.010737,0.441839,0.002251,0.063063,0.003196,0.043075,0.002281,0.110566,0.248262,0.074578,0.489549,0.060551,0.078027,0.25192
conservative_safety_filter,seen_shift,3,80,0.591146,0.012201,0.583302,0.585337,0.010198,0.440493,0.002116,0.063871,0.003278,0.043042,0.002209,0.111216,0.248262,0.073553,0.489755,0.060885,0.076824,0.243676
conservative_safety_filter,seen_shift,4,80,0.579167,0.011934,0.582351,0.575767,0.009737,0.440252,0.002001,0.063506,0.003097,0.043804,0.002241,0.110946,0.248262,0.073415,0.489607,0.05998,0.076476,0.255079
conservative_safety_filter,seen_shift,5,80,0.584635,0.010807,0.582475,0.579964,0.00941,0.439389,0.002167,0.062621,0.003058,0.043647,0.002017,0.110844,0.248262,0.074197,0.489418,0.060443,0.078174,0.255373
conservative_safety_filter,seen_shift,6,80,0.591406,0.01229,0.582464,0.586468,0.010424,0.442271,0.002303,0.061737,0.003003,0.04314,0.002109,0.11022,0.248262,0.074425,0.489463,0.060035,0.077471,0.247435
conservative_safety_filter,seen_shift,7,80,0.580859,0.011101,0.581873,0.577491,0.00936,0.441634,0.002419,0.063304,0.002913,0.042854,0.002328,0.110235,0.248262,0.074101,0.489242,0.060232,0.077585,0.255609
conservative_safety_filter,seen_shift,8,80,0.586589,0.011014,0.581798,0.581712,0.00937,0.443133,0.002148,0.063784,0.003054,0.043779,0.002205,0.110832,0.248262,0.074773,0.489728,0.060347,0.078939,0.253511
conservative_safety_filter,seen_shift,9,80,0.586849,0.011611,0.581085,0.581572,0.00991,0.439416,0.002437,0.063145,0.002886,0.043696,0.002194,0.110777,0.248262,0.074726,0.489251,0.060443,0.077222,0.252403
conservative_safety_filter,unseen_object,0,80,0.571615,0.012807,0.566019,0.560953,0.011134,0.433846,0.001942,0.074842,0.004237,0.045141,0.0023,0.117095,0.253439,0.077964,0.486612,0.065888,0.087391,0.259193
conservative_safety_filter,unseen_object,1,80,0.558724,0.011981,0.562983,0.549752,0.01048,0.432201,0.002302,0.07526,0.004189,0.046129,0.002421,0.116118,0.253439,0.078384,0.485393,0.066377,0.087838,0.268966
conservative_safety_filter,unseen_object,2,80,0.569401,0.010737,0.564911,0.558959,0.009269,0.436177,0.002682,0.075628,0.003939,0.045578,0.002567,0.116564,0.253439,0.078535,0.485701,0.06624,0.088675,0.257757
conservative_safety_filter,unseen_object,3,80,0.562109,0.010983,0.563417,0.552638,0.009184,0.433699,0.002368,0.074773,0.004075,0.046711,0.002327,0.117246,0.253439,0.07858,0.485758,0.066273,0.087866,0.269818
conservative_safety_filter,unseen_object,4,80,0.564193,0.010107,0.565196,0.55493,0.009146,0.43336,0.002118,0.074905,0.004134,0.044667,0.002383,0.116902,0.253439,0.077926,0.486817,0.066063,0.088745,0.266337
conservative_safety_filter,unseen_object,5,80,0.567708,0.01209,0.563836,0.557019,0.010347,0.431886,0.002382,0.074529,0.003971,0.046699,0.00234,0.117167,0.253439,0.078174,0.485802,0.065937,0.0873,0.261508
conservative_safety_filter,unseen_object,6,80,0.55599,0.010666,0.564643,0.548578,0.008955,0.433311,0.002558,0.073891,0.004108,0.045153,0.002367,0.117837,0.253439,0.076839,0.485416,0.065678,0.087633,0.270832
conservative_safety_filter,unseen_object,7,80,0.573958,0.012293,0.565462,0.562701,0.010258,0.433943,0.001857,0.074569,0.00413,0.045139,0.002369,0.117027,0.253439,0.078459,0.48509,0.065581,0.087509,0.259508
conservative_safety_filter,unseen_object,8,80,0.558854,0.011953,0.562638,0.550858,0.01022,0.435263,0.002082,0.075104,0.004176,0.045052,0.002221,0.116654,0.253439,0.077609,0.485779,0.066116,0.088063,0.267109
conservative_safety_filter,unseen_object,9,80,0.567969,0.012013,0.56499,0.557745,0.010615,0.433925,0.002149,0.074996,0.003973,0.045391,0.002424,0.116862,0.253439,0.077823,0.485203,0.066168,0.087809,0.262476
conservative_safety_filter,unseen_side_effect,0,80,0.553646,0.011526,0.549144,0.539459,0.010187,0.411265,0.001982,0.072175,0.003423,0.051514,0.002945,0.118918,0.257246,0.080186,0.484867,0.071762,0.092463,0.263721
conservative_safety_filter,unseen_side_effect,1,80,0.544271,0.01025,0.551259,0.532141,0.009104,0.413569,0.002221,0.071963,0.003629,0.051156,0.002934,0.121038,0.257246,0.080127,0.483687,0.07183,0.092889,0.2781
conservative_safety_filter,unseen_side_effect,2,80,0.551302,0.011293,0.549873,0.537906,0.010048,0.412587,0.001898,0.0719,0.003637,0.051329,0.003005,0.120494,0.257246,0.07983,0.484894,0.071497,0.092146,0.265944
conservative_safety_filter,unseen_side_effect,3,80,0.552995,0.011561,0.550139,0.539357,0.010011,0.412225,0.002297,0.071795,0.003649,0.051472,0.003197,0.120622,0.257246,0.079559,0.485802,0.071522,0.091778,0.264979
conservative_safety_filter,unseen_side_effect,4,80,0.555729,0.01228,0.548513,0.541178,0.010667,0.409863,0.002089,0.071331,0.003644,0.051077,0.003059,0.119658,0.257246,0.080586,0.484986,0.071374,0.092266,0.258521
conservative_safety_filter,unseen_side_effect,5,80,0.543099,0.012121,0.551836,0.53094,0.010681,0.411234,0.002136,0.072074,0.003601,0.051336,0.002868,0.120277,0.257246,0.07968,0.484818,0.071929,0.093084,0.271288
conservative_safety_filter,unseen_side_effect,6,80,0.551823,0.011188,0.550681,0.538097,0.009436,0.411127,0.001981,0.072272,0.00391,0.051124,0.002863,0.119861,0.257246,0.07999,0.486026,0.071858,0.092565,0.258693
conservative_safety_filter,unseen_side_effect,7,80,0.552604,0.012279,0.550506,0.538516,0.010648,0.411901,0.00226,0.072336,0.003558,0.051833,0.003068,0.120323,0.257246,0.079508,0.484665,0.072236,0.092204,0.26862
conservative_safety_filter,unseen_side_effect,8,80,0.549609,0.01341,0.550697,0.535703,0.012007,0.412294,0.001868,0.073325,0.00372,0.051624,0.003064,0.120336,0.257246,0.080505,0.485029,0.072834,0.093058,0.264329
conservative_safety_filter,unseen_side_effect,9,80,0.547135,0.011841,0.550071,0.534369,0.010366,0.412281,0.002516,0.072489,0.003551,0.051159,0.003064,0.120297,0.257246,0.080198,0.484985,0.071085,0.092411,0.267683
conservative_safety_filter,human_preference_shift,0,80,0.555078,0.011527,0.544035,0.531521,0.010361,0.411823,0.002425,0.073235,0.003908,0.047781,0.00262,0.138205,0.259739,0.087835,0.481831,0.076489,0.149781,0.274898
conservative_safety_filter,human_preference_shift,1,80,0.536458,0.011183,0.543364,0.516329,0.009887,0.413134,0.002093,0.074477,0.003721,0.048856,0.002641,0.137941,0.259739,0.088132,0.483412,0.076083,0.150589,0.282267
conservative_safety_filter,human_preference_shift,2,80,0.546615,0.011028,0.544532,0.524036,0.009563,0.412223,0.002198,0.074345,0.003743,0.048643,0.002805,0.138474,0.259739,0.088757,0.48202,0.076506,0.150552,0.275468
conservative_safety_filter,human_preference_shift,3,80,0.546354,0.011763,0.543825,0.524629,0.010703,0.41303,0.002026,0.073341,0.003836,0.048761,0.002683,0.137248,0.259739,0.088298,0.482993,0.075829,0.15055,0.27126
conservative_safety_filter,human_preference_shift,4,80,0.541667,0.01156,0.543145,0.52075,0.010295,0.41365,0.002036,0.073638,0.004027,0.04861,0.002567,0.137404,0.259739,0.088697,0.482698,0.076011,0.151215,0.284521
conservative_safety_filter,human_preference_shift,5,80,0.54401,0.010992,0.543616,0.52256,0.009823,0.41413,0.002269,0.074112,0.004058,0.048759,0.002602,0.138392,0.259739,0.088157,0.482081,0.075896,0.149984,0.285723
conservative_safety_filter,human_preference_shift,6,80,0.542969,0.010541,0.543572,0.521365,0.009398,0.412918,0.002175,0.074103,0.003948,0.048993,0.002686,0.138425,0.259739,0.088057,0.481737,0.075791,0.150561,0.281902
conservative_safety_filter,human_preference_shift,7,80,0.538021,0.013126,0.543994,0.517817,0.011104,0.415137,0.002058,0.073081,0.003822,0.04931,0.00259,0.13798,0.259739,0.088216,0.480195,0.07619,0.150926,0.286644
conservative_safety_filter,human_preference_shift,8,80,0.547656,0.012267,0.542976,0.525321,0.010688,0.411357,0.002061,0.074035,0.003894,0.047454,0.002792,0.138742,0.259739,0.08793,0.481765,0.075464,0.150078,0.286778
conservative_safety_filter,human_preference_shift,9,80,0.547656,0.012326,0.54292,0.52474,0.010387,0.412126,0.002181,0.075407,0.003601,0.048349,0.002849,0.13811,0.259739,0.088503,0.48218,0.076123,0.150439,0.281421
conservative_safety_filter,delayed_effects,0,80,0.533724,0.012232,0.54075,0.515984,0.010163,0.416188,0.002482,0.076722,0.003826,0.053297,0.003109,0.124811,0.260605,0.085138,0.484028,0.113135,0.103768,0.277527
conservative_safety_filter,delayed_effects,1,80,0.541536,0.013534,0.541167,0.52221,0.011873,0.417222,0.002197,0.076591,0.003893,0.05325,0.003182,0.126204,0.260605,0.084699,0.483189,0.112884,0.10483,0.273841
conservative_safety_filter,delayed_effects,2,80,0.534375,0.012059,0.539129,0.515878,0.010655,0.416788,0.002241,0.07738,0.003557,0.053423,0.00322,0.125857,0.260605,0.085986,0.482244,0.112913,0.104529,0.28099
conservative_safety_filter,delayed_effects,3,80,0.543229,0.010963,0.540982,0.522988,0.010283,0.416532,0.002139,0.077619,0.003959,0.054005,0.002966,0.124795,0.260605,0.085728,0.483419,0.113374,0.103983,0.274904
conservative_safety_filter,delayed_effects,4,80,0.533984,0.013169,0.540669,0.516277,0.01208,0.418445,0.002252,0.076811,0.003881,0.053408,0.003182,0.125364,0.260605,0.085349,0.482971,0.113654,0.103907,0.277854
conservative_safety_filter,delayed_effects,5,80,0.547656,0.012213,0.539852,0.526549,0.0105,0.416992,0.00194,0.077589,0.00403,0.053176,0.003353,0.126378,0.260605,0.085355,0.482047,0.113243,0.104269,0.277265
conservative_safety_filter,delayed_effects,6,80,0.545182,0.010902,0.540488,0.52504,0.010105,0.41721,0.00214,0.076714,0.00388,0.052981,0.003301,0.125649,0.260605,0.085034,0.482596,0.113986,0.104407,0.266459
conservative_safety_filter,delayed_effects,7,80,0.547917,0.012564,0.539527,0.527059,0.011142,0.416705,0.002275,0.076985,0.003996,0.052809,0.003414,0.12475,0.260605,0.085585,0.481469,0.113532,0.103998,0.272379
conservative_safety_filter,delayed_effects,8,80,0.542188,0.012586,0.539827,0.522253,0.010697,0.417533,0.002038,0.078044,0.003948,0.052676,0.003164,0.125762,0.260605,0.085439,0.480904,0.113002,0.103769,0.280518
conservative_safety_filter,delayed_effects,9,80,0.536849,0.011548,0.539223,0.518195,0.010478,0.41843,0.002217,0.07758,0.003891,0.053436,0.003207,0.126683,0.260605,0.085036,0.482858,0.113048,0.104631,0.277527
conservative_safety_filter,latent_damage_shift,0,80,0.527214,0.010832,0.533632,0.507663,0.010078,0.411625,0.002043,0.079357,0.004376,0.054074,0.003235,0.129709,0.262638,0.0862,0.481642,0.10481,0.112461,0.276719
conservative_safety_filter,latent_damage_shift,1,80,0.536719,0.010182,0.53407,0.514717,0.009138,0.40858,0.002024,0.079181,0.004355,0.053464,0.003126,0.130079,0.262638,0.086629,0.480939,0.105462,0.112058,0.280997
conservative_safety_filter,latent_damage_shift,2,80,0.53724,0.012486,0.533403,0.515841,0.011084,0.409958,0.002112,0.07834,0.004026,0.054145,0.003234,0.129483,0.262638,0.086271,0.482781,0.104913,0.112171,0.277782
conservative_safety_filter,latent_damage_shift,3,80,0.536979,0.011902,0.533676,0.514978,0.010631,0.409007,0.002032,0.079309,0.004062,0.054226,0.003169,0.129243,0.262638,0.086092,0.480926,0.104586,0.112321,0.281143
conservative_safety_filter,latent_damage_shift,4,80,0.533724,0.013697,0.532097,0.511598,0.012254,0.407695,0.002286,0.080197,0.00402,0.054454,0.003255,0.128871,0.262638,0.087368,0.480155,0.104444,0.112073,0.272987
conservative_safety_filter,latent_damage_shift,5,80,0.534505,0.013108,0.534281,0.513349,0.011335,0.411614,0.002184,0.079729,0.003977,0.054184,0.003377,0.129315,0.262638,0.086634,0.48166,0.104742,0.112344,0.28099
conservative_safety_filter,latent_damage_shift,6,80,0.527995,0.011867,0.534063,0.507653,0.010156,0.408708,0.002573,0.079205,0.003814,0.054279,0.003199,0.128731,0.262638,0.086406,0.480138,0.104363,0.112666,0.290988
conservative_safety_filter,latent_damage_shift,7,80,0.532161,0.013256,0.533754,0.511396,0.011367,0.408794,0.002263,0.079237,0.004185,0.053707,0.003365,0.129327,0.262638,0.086207,0.482231,0.10433,0.112345,0.283499
conservative_safety_filter,latent_damage_shift,8,80,0.53763,0.011574,0.532141,0.515157,0.010446,0.406924,0.002139,0.078986,0.004214,0.054634,0.003275,0.129412,0.262638,0.085968,0.481455,0.10477,0.112267,0.273086
conservative_safety_filter,latent_damage_shift,9,80,0.528906,0.010343,0.532123,0.508915,0.009232,0.409132,0.002204,0.079416,0.004202,0.053205,0.00325,0.128427,0.262638,0.085781,0.482054,0.104298,0.113878,0.281321
conservative_safety_filter,combined_stress,0,80,0.53151,0.011802,0.522233,0.500248,0.010603,0.398964,0.002147,0.084736,0.004679,0.056605,0.003402,0.139875,0.26643,0.092393,0.478518,0.108672,0.144223,0.277435
conservative_safety_filter,combined_stress,1,80,0.533464,0.009911,0.520592,0.501371,0.009222,0.397799,0.002025,0.08583,0.004623,0.05599,0.003524,0.139843,0.26643,0.091429,0.476874,0.107816,0.144906,0.287231
conservative_safety_filter,combined_stress,2,80,0.522526,0.011262,0.521492,0.492874,0.010336,0.399618,0.002213,0.086552,0.004654,0.055852,0.003444,0.139291,0.26643,0.091679,0.47786,0.108966,0.144229,0.292835
conservative_safety_filter,combined_stress,3,80,0.520312,0.010607,0.522589,0.491198,0.009144,0.400236,0.002324,0.085938,0.004741,0.055789,0.003293,0.139652,0.26643,0.092419,0.477768,0.10848,0.145401,0.294147
conservative_safety_filter,combined_stress,4,80,0.51849,0.011456,0.520069,0.489605,0.010185,0.397703,0.002051,0.085433,0.00448,0.055074,0.003403,0.140015,0.26643,0.092486,0.478061,0.109383,0.144586,0.289496
conservative_safety_filter,combined_stress,5,80,0.514193,0.013726,0.52027,0.485904,0.012478,0.39885,0.00208,0.086509,0.004579,0.056066,0.003458,0.140777,0.26643,0.091987,0.478854,0.108927,0.144638,0.29987
conservative_safety_filter,combined_stress,6,80,0.51849,0.011485,0.520839,0.489062,0.010545,0.398452,0.002276,0.086932,0.004698,0.055736,0.003541,0.140809,0.26643,0.092622,0.477907,0.109033,0.144095,0.292316
conservative_safety_filter,combined_stress,7,80,0.520573,0.012111,0.521222,0.491104,0.011247,0.399031,0.002436,0.086097,0.004768,0.056316,0.003464,0.139194,0.26643,0.092463,0.478142,0.109217,0.144509,0.302917
conservative_safety_filter,combined_stress,8,80,0.529036,0.012224,0.520737,0.498367,0.011195,0.39981,0.001859,0.085442,0.004571,0.055741,0.003499,0.139917,0.26643,0.092171,0.478846,0.109447,0.144869,0.289054
conservative_safety_filter,combined_stress,9,80,0.520703,0.0126,0.520518,0.491255,0.011751,0.398132,0.002266,0.085647,0.004547,0.05573,0.003217,0.140222,0.26643,0.092553,0.478641,0.108681,0.145198,0.291053
preference_transformer_no_side_effects,nominal,0,80,0.620573,0.010581,0.621397,0.613199,0.009865,0.398903,0.002099,0.064549,0.00343,0.055,0.003278,0.067024,0.224595,0.071292,0.542062,0.054746,0.061151,0.24239
preference_transformer_no_side_effects,nominal,1,80,0.632682,0.011621,0.621746,0.623783,0.010279,0.400061,0.002324,0.063417,0.003515,0.054491,0.0033,0.066007,0.224595,0.07107,0.542939,0.055913,0.060575,0.230046
preference_transformer_no_side_effects,nominal,2,80,0.613021,0.011271,0.619974,0.606962,0.009631,0.398985,0.002389,0.065374,0.003302,0.05466,0.003223,0.066681,0.224595,0.070756,0.541315,0.056139,0.060576,0.24989
preference_transformer_no_side_effects,nominal,3,80,0.622656,0.011622,0.621531,0.614647,0.009834,0.399925,0.002259,0.06461,0.003441,0.055697,0.003477,0.066701,0.224595,0.071195,0.540707,0.055051,0.06177,0.24341
preference_transformer_no_side_effects,nominal,4,80,0.61237,0.012637,0.621658,0.607172,0.010621,0.399662,0.002332,0.063485,0.003439,0.054548,0.003356,0.06678,0.224595,0.071001,0.540667,0.054543,0.060873,0.250531
