method,split,seed,n,success,success_ci95,success_probability,utility,utility_ci95,side_effect_recall,side_effect_recall_ci95,side_effect_violation,side_effect_violation_ci95,damage_rate,damage_rate_ci95,false_alarm,query_cost,preference_regret,human_acceptance,delayed_effect_miss,label_disagreement_loss,regret_to_oracle
generic_pairwise_preference_model,human_preference_shift,4,80,0.495312,0.012659,0.497674,0.411612,0.013281,0.236149,0.002447,0.127566,0.007535,0.090369,0.006711,0.10464,0.189852,0.107604,0.364732,0.099983,0.170069,0.393659
generic_pairwise_preference_model,human_preference_shift,5,80,0.503255,0.012684,0.496867,0.41881,0.013148,0.239323,0.002249,0.127411,0.007423,0.090189,0.006658,0.105342,0.189852,0.107584,0.366463,0.100007,0.169813,0.389473
generic_pairwise_preference_model,human_preference_shift,6,80,0.493359,0.011492,0.497014,0.410831,0.012657,0.238598,0.002102,0.126567,0.007408,0.090511,0.006811,0.10585,0.189852,0.107855,0.367037,0.100628,0.170069,0.392436
generic_pairwise_preference_model,human_preference_shift,7,80,0.498437,0.011803,0.497023,0.414855,0.012605,0.238674,0.00202,0.126436,0.007692,0.090762,0.006839,0.10579,0.189852,0.107582,0.366303,0.100652,0.169881,0.389605
generic_pairwise_preference_model,human_preference_shift,8,80,0.503255,0.013914,0.49749,0.418391,0.014647,0.239017,0.001982,0.12755,0.007344,0.091203,0.006881,0.10523,0.189852,0.107314,0.36614,0.100844,0.16968,0.393708
generic_pairwise_preference_model,human_preference_shift,9,80,0.492188,0.013098,0.495859,0.409173,0.013821,0.237025,0.002142,0.127648,0.007592,0.091061,0.006973,0.105889,0.189852,0.107242,0.366123,0.09967,0.17015,0.396987
generic_pairwise_preference_model,delayed_effects,0,80,0.496484,0.012877,0.493193,0.411352,0.013626,0.242892,0.002173,0.133564,0.007598,0.099629,0.007626,0.09039,0.190057,0.105283,0.365483,0.160938,0.11552,0.382159
generic_pairwise_preference_model,delayed_effects,1,80,0.490625,0.012169,0.492684,0.40626,0.013193,0.243876,0.002237,0.133719,0.007689,0.100585,0.007846,0.090981,0.190057,0.105379,0.364845,0.161395,0.116429,0.389792
generic_pairwise_preference_model,delayed_effects,2,80,0.492578,0.012739,0.492682,0.40859,0.013499,0.24469,0.002227,0.132933,0.007488,0.099894,0.007695,0.091001,0.190057,0.105101,0.366027,0.161862,0.115901,0.388278
generic_pairwise_preference_model,delayed_effects,3,80,0.48737,0.012834,0.491632,0.403936,0.013968,0.245067,0.002067,0.134241,0.007428,0.100795,0.007631,0.091086,0.190057,0.10524,0.365785,0.160382,0.115784,0.393956
generic_pairwise_preference_model,delayed_effects,4,80,0.491146,0.013276,0.494172,0.407416,0.013499,0.246253,0.001933,0.133244,0.007709,0.10042,0.007763,0.090944,0.190057,0.104902,0.364023,0.160199,0.116157,0.386715
generic_pairwise_preference_model,delayed_effects,5,80,0.502083,0.012981,0.493285,0.415386,0.014098,0.243818,0.002367,0.134264,0.007603,0.100185,0.007664,0.090336,0.190057,0.105761,0.364808,0.161291,0.116288,0.388428
generic_pairwise_preference_model,delayed_effects,6,80,0.482943,0.013439,0.493462,0.400742,0.013937,0.245819,0.002413,0.134058,0.007676,0.099876,0.007604,0.091065,0.190057,0.105692,0.365368,0.159781,0.11613,0.390758
generic_pairwise_preference_model,delayed_effects,7,80,0.491797,0.011895,0.493173,0.407411,0.012783,0.243479,0.002223,0.133225,0.007438,0.09983,0.007768,0.091484,0.190057,0.105923,0.365533,0.16149,0.116538,0.392027
generic_pairwise_preference_model,delayed_effects,8,80,0.483724,0.011404,0.493542,0.40121,0.01284,0.244387,0.002129,0.133329,0.007563,0.100295,0.007691,0.090458,0.190057,0.105471,0.365005,0.160506,0.116062,0.401561
generic_pairwise_preference_model,delayed_effects,9,80,0.499609,0.01085,0.492674,0.41369,0.012377,0.244006,0.002161,0.133929,0.007551,0.10023,0.007702,0.090866,0.190057,0.105198,0.36514,0.161024,0.115596,0.382032
generic_pairwise_preference_model,latent_damage_shift,0,80,0.486719,0.013399,0.483247,0.399008,0.014169,0.236889,0.002214,0.138181,0.007954,0.103761,0.008352,0.094686,0.192205,0.106849,0.36324,0.147716,0.125092,0.385374
generic_pairwise_preference_model,latent_damage_shift,1,80,0.491146,0.013926,0.484729,0.402412,0.015016,0.236621,0.002424,0.138819,0.008205,0.103378,0.008305,0.094622,0.192205,0.107399,0.363234,0.147231,0.124725,0.393302
generic_pairwise_preference_model,latent_damage_shift,2,80,0.482292,0.014857,0.485368,0.39581,0.015232,0.240541,0.002389,0.138601,0.007843,0.104276,0.008107,0.094181,0.192205,0.107435,0.36258,0.147433,0.124903,0.397813
generic_pairwise_preference_model,latent_damage_shift,3,80,0.486719,0.012707,0.484642,0.398895,0.013655,0.236375,0.002061,0.138286,0.007913,0.103654,0.008144,0.095595,0.192205,0.106982,0.363484,0.146858,0.125148,0.397227
generic_pairwise_preference_model,latent_damage_shift,4,80,0.484505,0.010489,0.482973,0.397156,0.011827,0.235357,0.002266,0.137821,0.008193,0.10304,0.008005,0.09477,0.192205,0.107537,0.363321,0.146782,0.125969,0.387429
generic_pairwise_preference_model,latent_damage_shift,5,80,0.474219,0.015507,0.484123,0.38938,0.016095,0.237916,0.001928,0.138654,0.008187,0.10335,0.007999,0.094352,0.192205,0.10662,0.363438,0.146838,0.124596,0.404959
generic_pairwise_preference_model,latent_damage_shift,6,80,0.488932,0.01155,0.484674,0.400974,0.012795,0.238774,0.001988,0.138858,0.008077,0.103373,0.008028,0.094942,0.192205,0.10709,0.363295,0.146663,0.125959,0.397667
generic_pairwise_preference_model,latent_damage_shift,7,80,0.475911,0.013143,0.484762,0.390365,0.013567,0.238006,0.001853,0.138886,0.008059,0.103531,0.008172,0.09447,0.192205,0.107167,0.362537,0.147028,0.125099,0.40453
generic_pairwise_preference_model,latent_damage_shift,8,80,0.481901,0.012622,0.484686,0.394574,0.013754,0.23673,0.00219,0.139351,0.008124,0.103652,0.008126,0.094734,0.192205,0.107527,0.362991,0.147704,0.12595,0.393669
generic_pairwise_preference_model,latent_damage_shift,9,80,0.479687,0.012348,0.483057,0.393307,0.014303,0.237108,0.002086,0.13853,0.00815,0.103772,0.00807,0.09446,0.192205,0.10702,0.36208,0.146882,0.124496,0.39693
generic_pairwise_preference_model,combined_stress,0,80,0.462891,0.012438,0.469975,0.364651,0.013934,0.224653,0.002318,0.150121,0.008799,0.108987,0.008567,0.107724,0.196457,0.11477,0.356983,0.153927,0.162841,0.413031
generic_pairwise_preference_model,combined_stress,1,80,0.467318,0.01354,0.468017,0.369128,0.014885,0.22498,0.002635,0.149126,0.008801,0.107644,0.008496,0.10743,0.196457,0.11467,0.359167,0.154051,0.163695,0.419473
generic_pairwise_preference_model,combined_stress,2,80,0.477474,0.014416,0.469425,0.37654,0.016157,0.223704,0.002152,0.150398,0.008832,0.106899,0.008408,0.107922,0.196457,0.115323,0.357981,0.154887,0.162882,0.40917
generic_pairwise_preference_model,combined_stress,3,80,0.469661,0.014993,0.471343,0.370358,0.01647,0.224866,0.002144,0.150246,0.00881,0.10855,0.008475,0.107095,0.196457,0.115153,0.357757,0.153267,0.16274,0.414986
generic_pairwise_preference_model,combined_stress,4,80,0.467448,0.014365,0.469408,0.369017,0.015319,0.225047,0.002337,0.14976,0.008933,0.107487,0.008552,0.107694,0.196457,0.114436,0.357715,0.154474,0.16235,0.410084
generic_pairwise_preference_model,combined_stress,5,80,0.466927,0.01284,0.468344,0.368692,0.014292,0.224865,0.00221,0.149504,0.008975,0.107042,0.008449,0.108198,0.196457,0.115433,0.358562,0.154281,0.162313,0.417082
generic_pairwise_preference_model,combined_stress,6,80,0.467578,0.013811,0.46902,0.369057,0.014484,0.22575,0.002403,0.150202,0.008916,0.107956,0.008654,0.107454,0.196457,0.115782,0.358996,0.153394,0.162533,0.412321
generic_pairwise_preference_model,combined_stress,7,80,0.46888,0.01503,0.468809,0.36926,0.016105,0.223597,0.002201,0.150234,0.00878,0.108764,0.008388,0.107435,0.196457,0.115161,0.358004,0.154987,0.162975,0.424761
generic_pairwise_preference_model,combined_stress,8,80,0.471094,0.012691,0.469679,0.372353,0.014195,0.22662,0.002324,0.149836,0.009116,0.107601,0.00826,0.107604,0.196457,0.114837,0.359434,0.153908,0.162634,0.415069
generic_pairwise_preference_model,combined_stress,9,80,0.460677,0.013482,0.468487,0.363858,0.014954,0.226441,0.002412,0.14911,0.008882,0.108501,0.00842,0.107178,0.196457,0.114977,0.357869,0.153139,0.162842,0.41845
reward_model_rlhf_surrogate,nominal,0,80,0.600911,0.010102,0.592907,0.559752,0.009546,0.311685,0.001999,0.083208,0.004436,0.063626,0.003857,0.068794,0.179382,0.078549,0.415098,0.059746,0.066141,0.295837
reward_model_rlhf_surrogate,nominal,1,80,0.596224,0.011071,0.592451,0.555489,0.010062,0.309679,0.002086,0.084665,0.004638,0.063037,0.004171,0.068978,0.179382,0.078039,0.415313,0.059272,0.06582,0.298341
reward_model_rlhf_surrogate,nominal,2,80,0.589323,0.013224,0.593323,0.550149,0.011413,0.309522,0.002166,0.084544,0.004491,0.063544,0.004251,0.068394,0.179382,0.07732,0.41602,0.059673,0.064874,0.306703
reward_model_rlhf_surrogate,nominal,3,80,0.601823,0.011028,0.594383,0.561213,0.009942,0.311851,0.002311,0.083614,0.004342,0.062622,0.004135,0.068644,0.179382,0.077269,0.416437,0.05896,0.064823,0.296844
reward_model_rlhf_surrogate,nominal,4,80,0.592057,0.010133,0.593195,0.552781,0.008976,0.311163,0.002057,0.083725,0.004383,0.063188,0.003921,0.068852,0.179382,0.077283,0.415302,0.059707,0.065622,0.304922
reward_model_rlhf_surrogate,nominal,5,80,0.594401,0.010459,0.592577,0.554356,0.009694,0.31046,0.001911,0.083993,0.004324,0.062994,0.00398,0.068352,0.179382,0.077678,0.414537,0.05971,0.066046,0.29976
reward_model_rlhf_surrogate,nominal,6,80,0.600911,0.012352,0.592101,0.559996,0.011573,0.311383,0.002097,0.083427,0.004424,0.063187,0.004083,0.068938,0.179382,0.077682,0.416398,0.059711,0.066301,0.281528
reward_model_rlhf_surrogate,nominal,7,80,0.592839,0.010138,0.593684,0.553273,0.009715,0.312565,0.002308,0.084302,0.004419,0.063278,0.004173,0.069229,0.179382,0.077418,0.41431,0.060272,0.06524,0.304097
reward_model_rlhf_surrogate,nominal,8,80,0.586458,0.012599,0.59337,0.547953,0.011243,0.310761,0.00226,0.084189,0.004346,0.063215,0.004013,0.067627,0.179382,0.077414,0.41435,0.060665,0.065951,0.30697
reward_model_rlhf_surrogate,nominal,9,80,0.601823,0.01198,0.593569,0.560563,0.010987,0.311591,0.002255,0.084055,0.004534,0.063031,0.004072,0.068725,0.179382,0.077747,0.414925,0.059694,0.065151,0.289344
reward_model_rlhf_surrogate,seen_shift,0,80,0.565495,0.011446,0.562425,0.515089,0.010532,0.297523,0.002091,0.099331,0.005319,0.074231,0.005129,0.077279,0.187378,0.084933,0.409517,0.072737,0.081911,0.308918
reward_model_rlhf_surrogate,seen_shift,1,80,0.553125,0.009837,0.56237,0.504524,0.009917,0.295167,0.001964,0.099529,0.00578,0.074682,0.005179,0.076702,0.187378,0.084664,0.408388,0.07294,0.081885,0.334137
reward_model_rlhf_surrogate,seen_shift,2,80,0.559245,0.013253,0.562261,0.509294,0.012473,0.29518,0.002511,0.099732,0.005401,0.074611,0.005075,0.077462,0.187378,0.08478,0.409107,0.073315,0.082292,0.324512
reward_model_rlhf_surrogate,seen_shift,3,80,0.560547,0.01245,0.561899,0.510596,0.011813,0.295184,0.002226,0.099795,0.005606,0.073849,0.005094,0.077835,0.187378,0.084756,0.408982,0.07273,0.081538,0.318418
reward_model_rlhf_surrogate,seen_shift,4,80,0.557422,0.012439,0.56282,0.508705,0.011864,0.297291,0.001959,0.099522,0.005395,0.073719,0.005142,0.077566,0.187378,0.084491,0.410288,0.073187,0.08235,0.322141
reward_model_rlhf_surrogate,seen_shift,5,80,0.559635,0.01256,0.562742,0.510004,0.011091,0.29715,0.001897,0.10039,0.005437,0.07391,0.004953,0.077398,0.187378,0.08477,0.40868,0.071954,0.082566,0.325333
reward_model_rlhf_surrogate,seen_shift,6,80,0.572526,0.013163,0.562751,0.520159,0.012549,0.296109,0.002354,0.09974,0.005689,0.074542,0.005306,0.077476,0.187378,0.0842,0.407878,0.07235,0.081966,0.313743
reward_model_rlhf_surrogate,seen_shift,7,80,0.557422,0.010872,0.56276,0.508132,0.010384,0.295459,0.00202,0.098875,0.005445,0.074582,0.005219,0.077165,0.187378,0.085373,0.408616,0.072849,0.081876,0.324968
reward_model_rlhf_surrogate,seen_shift,8,80,0.559245,0.012044,0.562571,0.509664,0.011806,0.29544,0.00258,0.099433,0.005463,0.073991,0.005218,0.077004,0.187378,0.085163,0.408966,0.072886,0.081795,0.325559
reward_model_rlhf_surrogate,seen_shift,9,80,0.561589,0.013726,0.561842,0.511537,0.012378,0.294422,0.002015,0.099747,0.005602,0.073538,0.004993,0.077275,0.187378,0.084214,0.409292,0.072936,0.081568,0.322438
reward_model_rlhf_surrogate,unseen_object,0,80,0.532813,0.011497,0.543143,0.475222,0.011479,0.288712,0.002001,0.11933,0.007009,0.07922,0.005726,0.083364,0.192735,0.09057,0.403246,0.081697,0.093016,0.344924
reward_model_rlhf_surrogate,unseen_object,1,80,0.544661,0.012392,0.54105,0.483852,0.012131,0.286988,0.002294,0.119431,0.007109,0.079709,0.005574,0.083993,0.192735,0.091543,0.402513,0.081896,0.093606,0.334866
reward_model_rlhf_surrogate,unseen_object,2,80,0.53724,0.012648,0.544322,0.478471,0.012628,0.287825,0.002144,0.118994,0.007198,0.079362,0.005604,0.084026,0.192735,0.090672,0.402758,0.082099,0.093174,0.338244
reward_model_rlhf_surrogate,unseen_object,3,80,0.544271,0.010276,0.543058,0.484315,0.010743,0.288947,0.00191,0.118331,0.007005,0.079624,0.005493,0.083913,0.192735,0.09164,0.402824,0.081545,0.09375,0.338142
reward_model_rlhf_surrogate,unseen_object,4,80,0.538151,0.013105,0.542255,0.47899,0.011674,0.287214,0.002313,0.119063,0.006996,0.079751,0.00543,0.083619,0.192735,0.090962,0.402516,0.081182,0.093452,0.342277
reward_model_rlhf_surrogate,unseen_object,5,80,0.538932,0.01285,0.542388,0.479452,0.012078,0.286864,0.002219,0.119475,0.006977,0.080332,0.005554,0.083289,0.192735,0.090623,0.403842,0.08214,0.093185,0.339075
reward_model_rlhf_surrogate,unseen_object,6,80,0.540495,0.011836,0.542834,0.480815,0.011088,0.288154,0.001915,0.119105,0.007109,0.079753,0.005478,0.083744,0.192735,0.090991,0.401615,0.082239,0.093352,0.338595
reward_model_rlhf_surrogate,unseen_object,7,80,0.538802,0.011474,0.54219,0.479427,0.011901,0.28725,0.002249,0.119307,0.007156,0.079575,0.005446,0.084003,0.192735,0.090991,0.402637,0.081489,0.093498,0.342782
reward_model_rlhf_surrogate,unseen_object,8,80,0.552865,0.011098,0.543391,0.491633,0.010944,0.289978,0.002112,0.119064,0.006815,0.078681,0.005583,0.083474,0.192735,0.090755,0.402698,0.081634,0.092945,0.326334
reward_model_rlhf_surrogate,unseen_object,9,80,0.551302,0.012337,0.543148,0.490485,0.012656,0.288751,0.00252,0.11858,0.007118,0.079069,0.005568,0.083253,0.192735,0.091251,0.405213,0.081372,0.092903,0.329736
reward_model_rlhf_surrogate,unseen_side_effect,0,80,0.530729,0.012316,0.52532,0.461821,0.013305,0.264366,0.002287,0.118842,0.007156,0.096167,0.007299,0.086758,0.196614,0.094474,0.400308,0.090484,0.098041,0.341358
reward_model_rlhf_surrogate,unseen_side_effect,1,80,0.513411,0.01362,0.523085,0.448283,0.013888,0.266,0.001912,0.118298,0.006705,0.096108,0.00748,0.087458,0.196614,0.094199,0.399814,0.090628,0.098684,0.361958
reward_model_rlhf_surrogate,unseen_side_effect,2,80,0.507292,0.011285,0.523001,0.443103,0.011936,0.265653,0.002223,0.119224,0.006946,0.095874,0.007342,0.087231,0.196614,0.094937,0.400482,0.090522,0.098718,0.360747
reward_model_rlhf_surrogate,unseen_side_effect,3,80,0.523568,0.011896,0.522282,0.455536,0.012241,0.263798,0.002275,0.119185,0.00697,0.096839,0.007423,0.086764,0.196614,0.094893,0.39904,0.089921,0.09809,0.348799
reward_model_rlhf_surrogate,unseen_side_effect,4,80,0.533333,0.013001,0.523576,0.463656,0.013058,0.265882,0.002273,0.119382,0.006953,0.096683,0.007492,0.086784,0.196614,0.094707,0.398313,0.089623,0.098314,0.336043
reward_model_rlhf_surrogate,unseen_side_effect,5,80,0.52513,0.011711,0.523721,0.457126,0.011279,0.266423,0.002132,0.119953,0.006635,0.095813,0.007309,0.086937,0.196614,0.095889,0.399389,0.090451,0.098229,0.345102
reward_model_rlhf_surrogate,unseen_side_effect,6,80,0.513932,0.011863,0.524175,0.448078,0.012672,0.264362,0.002342,0.119152,0.006878,0.096542,0.007468,0.086991,0.196614,0.094106,0.399731,0.090184,0.098994,0.348712
reward_model_rlhf_surrogate,unseen_side_effect,7,80,0.524089,0.012854,0.523322,0.456241,0.013231,0.266214,0.002059,0.120212,0.006772,0.096562,0.007457,0.086065,0.196614,0.095408,0.400194,0.09033,0.098253,0.350895
reward_model_rlhf_surrogate,unseen_side_effect,8,80,0.520052,0.01414,0.523737,0.453188,0.014328,0.263781,0.002184,0.118627,0.006654,0.09573,0.007504,0.087425,0.196614,0.094815,0.400256,0.090368,0.098553,0.346844
reward_model_rlhf_surrogate,unseen_side_effect,9,80,0.523307,0.013005,0.524627,0.455173,0.012829,0.263362,0.00195,0.118839,0.00671,0.09693,0.007345,0.086366,0.196614,0.095299,0.399367,0.091285,0.09867,0.346878
reward_model_rlhf_surrogate,human_preference_shift,0,80,0.519792,0.011614,0.516816,0.443967,0.011856,0.265512,0.002536,0.119946,0.007081,0.08794,0.006501,0.106534,0.200151,0.104576,0.39804,0.096719,0.163104,0.362452
reward_model_rlhf_surrogate,human_preference_shift,1,80,0.516927,0.012367,0.517701,0.442564,0.012526,0.267631,0.002024,0.119884,0.007045,0.086754,0.006324,0.10673,0.200151,0.103596,0.398676,0.096292,0.163806,0.356032
reward_model_rlhf_surrogate,human_preference_shift,2,80,0.516016,0.01332,0.518129,0.441384,0.013385,0.265767,0.002252,0.119398,0.007202,0.087421,0.006349,0.105982,0.200151,0.104,0.398153,0.097403,0.163183,0.35812
reward_model_rlhf_surrogate,human_preference_shift,3,80,0.525911,0.012948,0.519158,0.449398,0.013352,0.265497,0.0019,0.120104,0.007205,0.086243,0.006533,0.106693,0.200151,0.104005,0.398311,0.096843,0.162582,0.346491
reward_model_rlhf_surrogate,human_preference_shift,4,80,0.523307,0.012227,0.518501,0.447316,0.012898,0.266525,0.002136,0.119837,0.007149,0.08689,0.006424,0.106825,0.200151,0.103983,0.39821,0.097058,0.163168,0.357956
reward_model_rlhf_surrogate,human_preference_shift,5,80,0.523438,0.013382,0.51876,0.447379,0.013824,0.265487,0.002153,0.119002,0.006994,0.086949,0.00646,0.106426,0.200151,0.104721,0.397301,0.09693,0.162489,0.360905
reward_model_rlhf_surrogate,human_preference_shift,6,80,0.517057,0.014068,0.517089,0.442218,0.014094,0.265425,0.002042,0.119298,0.006865,0.087224,0.006418,0.106829,0.200151,0.103993,0.397623,0.096521,0.162656,0.361049
reward_model_rlhf_surrogate,human_preference_shift,7,80,0.516536,0.013786,0.518831,0.441935,0.014039,0.265525,0.002361,0.119627,0.006891,0.086574,0.006341,0.106377,0.200151,0.103095,0.397407,0.097075,0.163201,0.362526
reward_model_rlhf_surrogate,human_preference_shift,8,80,0.511458,0.012218,0.519299,0.437655,0.013068,0.266073,0.002008,0.120585,0.00698,0.086292,0.006491,0.106636,0.200151,0.10392,0.397762,0.096915,0.163295,0.374444
reward_model_rlhf_surrogate,human_preference_shift,9,80,0.520182,0.012786,0.517638,0.444565,0.01292,0.265039,0.002395,0.119706,0.006828,0.087097,0.006597,0.105669,0.200151,0.103957,0.397097,0.096681,0.163037,0.361595
reward_model_rlhf_surrogate,delayed_effects,0,80,0.511198,0.012788,0.512453,0.435541,0.012736,0.269697,0.002067,0.12587,0.007299,0.095462,0.007348,0.092926,0.200189,0.101969,0.396168,0.153797,0.112394,0.35797
reward_model_rlhf_surrogate,delayed_effects,1,80,0.510807,0.011528,0.512892,0.435202,0.011817,0.270744,0.002145,0.126317,0.006964,0.095943,0.007157,0.093134,0.200189,0.102385,0.396683,0.153971,0.111586,0.36085
reward_model_rlhf_surrogate,delayed_effects,2,80,0.520052,0.012716,0.514473,0.441989,0.013299,0.268386,0.002397,0.127126,0.007282,0.095949,0.007328,0.092592,0.200189,0.10193,0.396729,0.154485,0.111597,0.354879
reward_model_rlhf_surrogate,delayed_effects,3,80,0.510417,0.012322,0.512824,0.435343,0.012966,0.271236,0.002098,0.125852,0.007148,0.095361,0.007182,0.093605,0.200189,0.101755,0.397922,0.154375,0.112473,0.36255
reward_model_rlhf_surrogate,delayed_effects,4,80,0.520052,0.013929,0.5135,0.442825,0.014466,0.271763,0.002316,0.126143,0.006932,0.096497,0.007313,0.093006,0.200189,0.1018,0.397148,0.153671,0.112069,0.351306
