ablation,task,regime,seed,episodes,success,success_probability,utility,side_effect_recall,side_effect_violation,damage_rate,false_alarm,query_cost,preference_regret,human_acceptance,delayed_effect_miss,label_disagreement_loss
full_causal_side_effect_model,drawer_retrieval,latent_material_damage,3,96,0.666667,0.626022,0.711832,0.602711,0.03975,0.061903,0.076981,0.21111,0.068964,0.708018,0.060988,0.077182
full_causal_side_effect_model,drawer_retrieval,latent_material_damage,4,96,0.666667,0.637744,0.709454,0.581358,0.038914,0.051615,0.077767,0.21111,0.076308,0.70857,0.059611,0.081958
full_causal_side_effect_model,drawer_retrieval,latent_material_damage,5,96,0.739583,0.626003,0.771488,0.588391,0.031146,0.054906,0.073215,0.21111,0.074997,0.710462,0.061302,0.080713
full_causal_side_effect_model,drawer_retrieval,latent_material_damage,6,96,0.677083,0.63415,0.720802,0.574919,0.031331,0.058099,0.075383,0.21111,0.068824,0.728683,0.058584,0.084419
full_causal_side_effect_model,drawer_retrieval,latent_material_damage,7,96,0.645833,0.637097,0.693549,0.592907,0.04267,0.054281,0.078774,0.21111,0.069829,0.711988,0.063219,0.08599
full_causal_side_effect_model,drawer_retrieval,latent_material_damage,8,96,0.604167,0.626955,0.668643,0.602864,0.0333,0.045143,0.079989,0.21111,0.064752,0.71284,0.060645,0.082678
full_causal_side_effect_model,drawer_retrieval,latent_material_damage,9,96,0.614583,0.627668,0.669928,0.575463,0.037981,0.052107,0.070317,0.21111,0.064698,0.710109,0.062573,0.07473
full_causal_side_effect_model,cable_routing,nominal,0,96,0.625,0.644754,0.704351,0.590417,0.006485,0.021608,0.076455,0.201109,0.050128,0.722445,0.040523,0.077444
full_causal_side_effect_model,cable_routing,nominal,1,96,0.583333,0.640433,0.665823,0.588942,0.015691,0.021021,0.077385,0.201109,0.0575,0.721022,0.047124,0.080588
full_causal_side_effect_model,cable_routing,nominal,2,96,0.708333,0.641781,0.766199,0.600134,0.011847,0.028817,0.081529,0.201109,0.061472,0.722436,0.05446,0.073889
full_causal_side_effect_model,cable_routing,nominal,3,96,0.614583,0.645676,0.688896,0.568008,0.011537,0.021689,0.080677,0.201109,0.054876,0.723737,0.044213,0.078382
full_causal_side_effect_model,cable_routing,nominal,4,96,0.71875,0.655765,0.77113,0.591198,0.022204,0.02398,0.071779,0.201109,0.058142,0.714957,0.054493,0.078059
full_causal_side_effect_model,cable_routing,nominal,5,96,0.708333,0.652686,0.765607,0.581671,0.014988,0.023412,0.079009,0.201109,0.053855,0.726548,0.043717,0.078305
full_causal_side_effect_model,cable_routing,nominal,6,96,0.5625,0.643939,0.650175,0.584812,0.007401,0.028941,0.077748,0.201109,0.06089,0.730779,0.041736,0.078832
full_causal_side_effect_model,cable_routing,nominal,7,96,0.614583,0.643265,0.691439,0.596969,0.016444,0.020785,0.078886,0.201109,0.060526,0.720997,0.047539,0.081296
full_causal_side_effect_model,cable_routing,nominal,8,96,0.645833,0.649491,0.718853,0.598668,0.014052,0.027886,0.071085,0.201109,0.056495,0.72699,0.04241,0.074623
full_causal_side_effect_model,cable_routing,nominal,9,96,0.666667,0.649662,0.730636,0.594124,0.02266,0.026002,0.073704,0.201109,0.053414,0.717151,0.049769,0.076554
full_causal_side_effect_model,cable_routing,force_damage,0,96,0.65625,0.639047,0.704598,0.575082,0.034042,0.04773,0.071376,0.209531,0.070314,0.708171,0.060589,0.0762
full_causal_side_effect_model,cable_routing,force_damage,1,96,0.645833,0.615953,0.698015,0.580115,0.035491,0.046597,0.078322,0.209531,0.066287,0.720343,0.058809,0.08115
full_causal_side_effect_model,cable_routing,force_damage,2,96,0.6875,0.62604,0.737478,0.591856,0.031287,0.038938,0.070177,0.209531,0.064245,0.719094,0.062486,0.08154
full_causal_side_effect_model,cable_routing,force_damage,3,96,0.614583,0.629961,0.673144,0.582942,0.029381,0.048141,0.083996,0.209531,0.067016,0.706877,0.057413,0.078043
full_causal_side_effect_model,cable_routing,force_damage,4,96,0.645833,0.64709,0.699421,0.584739,0.031288,0.049465,0.075315,0.209531,0.065064,0.715079,0.062283,0.076517
full_causal_side_effect_model,cable_routing,force_damage,5,96,0.697917,0.627374,0.73653,0.581847,0.026867,0.054796,0.081117,0.209531,0.070599,0.696734,0.062599,0.080072
full_causal_side_effect_model,cable_routing,force_damage,6,96,0.59375,0.62682,0.658213,0.589926,0.032985,0.047456,0.07358,0.209531,0.06271,0.708915,0.060258,0.081187
full_causal_side_effect_model,cable_routing,force_damage,7,96,0.625,0.632921,0.682359,0.593384,0.031519,0.046829,0.076197,0.209531,0.070872,0.710645,0.062729,0.087836
full_causal_side_effect_model,cable_routing,force_damage,8,96,0.6875,0.616002,0.732992,0.592545,0.026309,0.051194,0.077888,0.209531,0.067118,0.714056,0.066748,0.088577
full_causal_side_effect_model,cable_routing,force_damage,9,96,0.65625,0.633645,0.706744,0.592128,0.036471,0.046798,0.078185,0.209531,0.065949,0.701748,0.056057,0.076625
full_causal_side_effect_model,cable_routing,object_displacement,0,96,0.708333,0.642181,0.750074,0.587644,0.033933,0.03956,0.079456,0.209005,0.064343,0.704801,0.055294,0.084502
full_causal_side_effect_model,cable_routing,object_displacement,1,96,0.71875,0.639194,0.76432,0.597051,0.02889,0.035319,0.076729,0.209005,0.063567,0.713087,0.062977,0.076641
full_causal_side_effect_model,cable_routing,object_displacement,2,96,0.645833,0.633965,0.707789,0.604682,0.027532,0.037728,0.079877,0.209005,0.061058,0.713491,0.050072,0.082919
full_causal_side_effect_model,cable_routing,object_displacement,3,96,0.614583,0.645008,0.68273,0.597642,0.034303,0.029789,0.07548,0.209005,0.062136,0.720338,0.050379,0.081555
full_causal_side_effect_model,cable_routing,object_displacement,4,96,0.708333,0.639487,0.755761,0.592055,0.026179,0.038239,0.07435,0.209005,0.064073,0.719227,0.055893,0.085845
full_causal_side_effect_model,cable_routing,object_displacement,5,96,0.65625,0.64466,0.71106,0.573752,0.030665,0.038281,0.073416,0.209005,0.061248,0.722382,0.050191,0.08222
full_causal_side_effect_model,cable_routing,object_displacement,6,96,0.5625,0.643962,0.637611,0.593006,0.029109,0.035828,0.08232,0.209005,0.064304,0.719568,0.058017,0.089548
full_causal_side_effect_model,cable_routing,object_displacement,7,96,0.583333,0.631714,0.652925,0.573693,0.024267,0.038008,0.078972,0.209005,0.059984,0.711953,0.05493,0.079863
full_causal_side_effect_model,cable_routing,object_displacement,8,96,0.625,0.621568,0.68582,0.586124,0.03234,0.042337,0.075641,0.209005,0.057118,0.720391,0.063476,0.080746
full_causal_side_effect_model,cable_routing,object_displacement,9,96,0.770833,0.644077,0.80303,0.589634,0.036825,0.04034,0.070364,0.209005,0.062222,0.724528,0.057568,0.081768
full_causal_side_effect_model,cable_routing,clutter_accumulation,0,96,0.59375,0.630209,0.656934,0.592114,0.04392,0.0381,0.073313,0.209794,0.069566,0.703783,0.052059,0.080452
full_causal_side_effect_model,cable_routing,clutter_accumulation,1,96,0.604167,0.633158,0.67177,0.584532,0.035675,0.028004,0.070962,0.209794,0.064404,0.716693,0.050916,0.08003
full_causal_side_effect_model,cable_routing,clutter_accumulation,2,96,0.697917,0.633883,0.744084,0.580492,0.033173,0.037866,0.073837,0.209794,0.067433,0.721915,0.052852,0.078246
full_causal_side_effect_model,cable_routing,clutter_accumulation,3,96,0.6875,0.630486,0.743358,0.598224,0.028022,0.030598,0.07374,0.209794,0.061706,0.724136,0.052257,0.081641
full_causal_side_effect_model,cable_routing,clutter_accumulation,4,96,0.625,0.639423,0.684927,0.580189,0.029914,0.038643,0.082124,0.209794,0.063591,0.723048,0.057861,0.087571
full_causal_side_effect_model,cable_routing,clutter_accumulation,5,96,0.75,0.633608,0.784273,0.587146,0.034883,0.03778,0.076388,0.209794,0.063536,0.71369,0.064251,0.082982
full_causal_side_effect_model,cable_routing,clutter_accumulation,6,96,0.645833,0.628874,0.70256,0.577931,0.035056,0.035763,0.075471,0.209794,0.063169,0.724535,0.051929,0.080133
full_causal_side_effect_model,cable_routing,clutter_accumulation,7,96,0.583333,0.635181,0.657966,0.595695,0.02735,0.033018,0.067515,0.209794,0.061181,0.712935,0.06078,0.079392
full_causal_side_effect_model,cable_routing,clutter_accumulation,8,96,0.541667,0.624561,0.620208,0.593842,0.037826,0.034728,0.073634,0.209794,0.066521,0.723549,0.059516,0.08307
full_causal_side_effect_model,cable_routing,clutter_accumulation,9,96,0.572917,0.632036,0.642357,0.585187,0.035148,0.03781,0.085419,0.209794,0.064447,0.712608,0.052502,0.079452
full_causal_side_effect_model,cable_routing,unstable_placement,0,96,0.6875,0.633117,0.730001,0.595035,0.041122,0.047223,0.075985,0.210058,0.068523,0.713481,0.067508,0.08587
full_causal_side_effect_model,cable_routing,unstable_placement,1,96,0.552083,0.628372,0.628825,0.578806,0.022161,0.042879,0.073459,0.210058,0.054191,0.711578,0.054436,0.087049
full_causal_side_effect_model,cable_routing,unstable_placement,2,96,0.5625,0.62655,0.634142,0.600848,0.036793,0.042799,0.081656,0.210058,0.071321,0.712747,0.053636,0.082039
full_causal_side_effect_model,cable_routing,unstable_placement,3,96,0.572917,0.619768,0.646027,0.591629,0.033241,0.039748,0.074538,0.210058,0.062865,0.723363,0.053315,0.081064
full_causal_side_effect_model,cable_routing,unstable_placement,4,96,0.6875,0.61851,0.73267,0.57614,0.032555,0.043788,0.065298,0.210058,0.066176,0.708877,0.049018,0.085552
full_causal_side_effect_model,cable_routing,unstable_placement,5,96,0.583333,0.620934,0.648501,0.582479,0.036085,0.046175,0.075252,0.210058,0.067672,0.720765,0.061022,0.07926
full_causal_side_effect_model,cable_routing,unstable_placement,6,96,0.583333,0.625798,0.646803,0.578179,0.036985,0.038836,0.073802,0.210058,0.071074,0.702718,0.064183,0.077132
full_causal_side_effect_model,cable_routing,unstable_placement,7,96,0.614583,0.633046,0.679477,0.592917,0.031469,0.039171,0.07755,0.210058,0.061177,0.720971,0.055507,0.0837
full_causal_side_effect_model,cable_routing,unstable_placement,8,96,0.71875,0.623488,0.765033,0.598423,0.028171,0.03477,0.074342,0.210058,0.060309,0.709354,0.058607,0.08142
full_causal_side_effect_model,cable_routing,unstable_placement,9,96,0.666667,0.636469,0.716692,0.584389,0.03884,0.036258,0.075598,0.210058,0.067885,0.708208,0.054083,0.075797
full_causal_side_effect_model,cable_routing,irreversible_change,0,96,0.645833,0.633262,0.697274,0.592205,0.039854,0.048011,0.079256,0.210321,0.064433,0.709756,0.066864,0.07467
full_causal_side_effect_model,cable_routing,irreversible_change,1,96,0.614583,0.622337,0.669555,0.584308,0.039895,0.046624,0.082988,0.210321,0.068186,0.709657,0.069157,0.079368
full_causal_side_effect_model,cable_routing,irreversible_change,2,96,0.583333,0.622842,0.641348,0.580565,0.04919,0.056822,0.076065,0.210321,0.066603,0.720948,0.061412,0.078713
full_causal_side_effect_model,cable_routing,irreversible_change,3,96,0.5625,0.606541,0.631753,0.588709,0.035307,0.050809,0.075794,0.210321,0.059784,0.715037,0.068127,0.078859
full_causal_side_effect_model,cable_routing,irreversible_change,4,96,0.583333,0.619007,0.648297,0.576464,0.03414,0.044211,0.078416,0.210321,0.06614,0.724233,0.057665,0.087209
full_causal_side_effect_model,cable_routing,irreversible_change,5,96,0.5625,0.61047,0.629355,0.590804,0.041037,0.04941,0.080589,0.210321,0.064462,0.708634,0.064373,0.076681
full_causal_side_effect_model,cable_routing,irreversible_change,6,96,0.59375,0.630873,0.651174,0.587848,0.031926,0.058434,0.088123,0.210321,0.068777,0.703051,0.06539,0.085706
full_causal_side_effect_model,cable_routing,irreversible_change,7,96,0.583333,0.621446,0.649995,0.608635,0.041003,0.044773,0.0761,0.210321,0.070902,0.713925,0.061802,0.086558
full_causal_side_effect_model,cable_routing,irreversible_change,8,96,0.645833,0.62662,0.700561,0.6061,0.036065,0.04423,0.077101,0.210321,0.069683,0.707855,0.066983,0.08169
full_causal_side_effect_model,cable_routing,irreversible_change,9,96,0.666667,0.613309,0.704576,0.582291,0.050278,0.053825,0.076542,0.210321,0.073125,0.703342,0.06661,0.085292
full_causal_side_effect_model,cable_routing,human_workspace_disruption,0,96,0.572917,0.63321,0.640921,0.578149,0.03183,0.035617,0.078843,0.210584,0.070936,0.711837,0.059211,0.086938
full_causal_side_effect_model,cable_routing,human_workspace_disruption,1,96,0.614583,0.630013,0.672886,0.583056,0.040061,0.03808,0.075181,0.210584,0.073068,0.710292,0.054377,0.080966
full_causal_side_effect_model,cable_routing,human_workspace_disruption,2,96,0.59375,0.633413,0.659628,0.596328,0.034067,0.04313,0.075301,0.210584,0.072823,0.717191,0.052298,0.087008
full_causal_side_effect_model,cable_routing,human_workspace_disruption,3,96,0.677083,0.638124,0.726897,0.601677,0.041834,0.035686,0.082862,0.210584,0.065184,0.712612,0.049619,0.086349
full_causal_side_effect_model,cable_routing,human_workspace_disruption,4,96,0.5625,0.622098,0.630305,0.579642,0.042922,0.038603,0.074795,0.210584,0.069175,0.721507,0.057668,0.089969
full_causal_side_effect_model,cable_routing,human_workspace_disruption,5,96,0.635417,0.634958,0.684994,0.589138,0.044709,0.040707,0.081154,0.210584,0.075818,0.706726,0.06678,0.090814
full_causal_side_effect_model,cable_routing,human_workspace_disruption,6,96,0.614583,0.627767,0.674124,0.595215,0.031194,0.048283,0.083195,0.210584,0.07077,0.710437,0.056367,0.084767
full_causal_side_effect_model,cable_routing,human_workspace_disruption,7,96,0.59375,0.621122,0.65952,0.582858,0.037923,0.025281,0.080921,0.210584,0.059423,0.698713,0.060077,0.08247
full_causal_side_effect_model,cable_routing,human_workspace_disruption,8,96,0.635417,0.625418,0.690291,0.604392,0.044549,0.040078,0.077256,0.210584,0.074429,0.711251,0.061783,0.08422
full_causal_side_effect_model,cable_routing,human_workspace_disruption,9,96,0.604167,0.631085,0.662952,0.596196,0.042265,0.047697,0.079689,0.210584,0.074799,0.714291,0.057333,0.083914
full_causal_side_effect_model,cable_routing,latent_material_damage,0,96,0.604167,0.607479,0.656991,0.585098,0.040266,0.055485,0.079938,0.21111,0.072322,0.703412,0.071138,0.085875
full_causal_side_effect_model,cable_routing,latent_material_damage,1,96,0.5625,0.617102,0.625615,0.573185,0.03406,0.051711,0.079096,0.21111,0.068249,0.709352,0.072272,0.086279
full_causal_side_effect_model,cable_routing,latent_material_damage,2,96,0.604167,0.615908,0.663398,0.604009,0.039929,0.052432,0.075648,0.21111,0.071638,0.718504,0.074362,0.086619
full_causal_side_effect_model,cable_routing,latent_material_damage,3,96,0.5625,0.63652,0.620672,0.570315,0.041802,0.055936,0.07782,0.21111,0.078977,0.706789,0.067138,0.082855
full_causal_side_effect_model,cable_routing,latent_material_damage,4,96,0.625,0.627676,0.676402,0.58606,0.037231,0.056573,0.081148,0.21111,0.069085,0.713623,0.067969,0.085171
full_causal_side_effect_model,cable_routing,latent_material_damage,5,96,0.625,0.625905,0.678424,0.581586,0.033679,0.055631,0.079196,0.21111,0.064032,0.712291,0.068231,0.077566
full_causal_side_effect_model,cable_routing,latent_material_damage,6,96,0.5,0.614471,0.575953,0.592159,0.04433,0.055589,0.074134,0.21111,0.067649,0.706593,0.069237,0.081367
full_causal_side_effect_model,cable_routing,latent_material_damage,7,96,0.645833,0.630472,0.690561,0.597644,0.047111,0.059039,0.076759,0.21111,0.072476,0.710184,0.074893,0.083953
full_causal_side_effect_model,cable_routing,latent_material_damage,8,96,0.625,0.630868,0.68238,0.596982,0.035437,0.04471,0.073339,0.21111,0.073231,0.713959,0.071435,0.082195
full_causal_side_effect_model,cable_routing,latent_material_damage,9,96,0.666667,0.625758,0.709614,0.579779,0.038646,0.050904,0.072365,0.21111,0.069418,0.709383,0.065832,0.090982
full_causal_side_effect_model,tool_handoff,nominal,0,96,0.65625,0.639179,0.722879,0.587967,0.017604,0.027494,0.076647,0.201109,0.057638,0.721741,0.041931,0.074597
full_causal_side_effect_model,tool_handoff,nominal,1,96,0.59375,0.630181,0.671527,0.59938,0.016719,0.034623,0.077941,0.201109,0.065098,0.720808,0.044094,0.078052
full_causal_side_effect_model,tool_handoff,nominal,2,96,0.625,0.6374,0.697656,0.594932,0.017989,0.026755,0.071971,0.201109,0.061525,0.720383,0.047786,0.082957
full_causal_side_effect_model,tool_handoff,nominal,3,96,0.65625,0.642677,0.726714,0.593511,0.012829,0.020851,0.08171,0.201109,0.053089,0.721504,0.045843,0.076242
full_causal_side_effect_model,tool_handoff,nominal,4,96,0.666667,0.640869,0.729919,0.585078,0.016123,0.024106,0.07247,0.201109,0.063549,0.713773,0.048238,0.076508
full_causal_side_effect_model,tool_handoff,nominal,5,96,0.635417,0.648024,0.70154,0.567781,0.01715,0.027118,0.072949,0.201109,0.057169,0.719123,0.05211,0.078616
full_causal_side_effect_model,tool_handoff,nominal,6,96,0.65625,0.641903,0.724626,0.59331,0.00931,0.029266,0.077677,0.201109,0.061899,0.720532,0.045369,0.076341
full_causal_side_effect_model,tool_handoff,nominal,7,96,0.697917,0.63845,0.76217,0.595033,0.003558,0.024629,0.076587,0.201109,0.056129,0.729138,0.051259,0.081911
full_causal_side_effect_model,tool_handoff,nominal,8,96,0.666667,0.637772,0.729113,0.58459,0.01506,0.031491,0.079665,0.201109,0.060061,0.723365,0.039715,0.083959
full_causal_side_effect_model,tool_handoff,nominal,9,96,0.5625,0.63513,0.654999,0.604669,0.005174,0.026716,0.072338,0.201109,0.058672,0.724101,0.051088,0.07253
full_causal_side_effect_model,tool_handoff,force_damage,0,96,0.59375,0.617217,0.651138,0.574416,0.041896,0.05257,0.072967,0.209531,0.070855,0.715604,0.060088,0.079323
full_causal_side_effect_model,tool_handoff,force_damage,1,96,0.625,0.626189,0.689467,0.590954,0.026428,0.042208,0.072156,0.209531,0.060167,0.718197,0.049773,0.08046
full_causal_side_effect_model,tool_handoff,force_damage,2,96,0.677083,0.630068,0.71988,0.567476,0.032973,0.054569,0.073312,0.209531,0.065776,0.716165,0.060208,0.075507
full_causal_side_effect_model,tool_handoff,force_damage,3,96,0.65625,0.612536,0.699298,0.578659,0.036984,0.058691,0.074729,0.209531,0.07866,0.708383,0.057032,0.085732
full_causal_side_effect_model,tool_handoff,force_damage,4,96,0.583333,0.622909,0.645944,0.57877,0.037341,0.049187,0.083389,0.209531,0.061881,0.714552,0.05667,0.082675
full_causal_side_effect_model,tool_handoff,force_damage,5,96,0.583333,0.604438,0.642892,0.577249,0.037831,0.046949,0.087253,0.209531,0.062518,0.698234,0.062221,0.08526
full_causal_side_effect_model,tool_handoff,force_damage,6,96,0.59375,0.622243,0.659718,0.591737,0.030072,0.049716,0.078372,0.209531,0.067092,0.722883,0.061432,0.076973
